,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
1950,1950,5742,1,779,Argentina,122,1,Def,1,RSB
1951,1951,6349,4,779,Argentina,122,1,Def,2,CB
1952,1952,5507,5,779,Argentina,122,1,Def,3,LSB
1953,1953,2995,16,779,Argentina,122,2,Mid,4,RSM
1954,1954,5503,22,779,Argentina,122,3,Fw,7,FW
1955,1955,6312,0,779,Argentina,123,0,GK,0,GK
1956,1956,3090,2,779,Argentina,123,1,Def,2,CB
1957,1957,5742,1,779,Argentina,123,1,Def,1,RSB
1958,1958,6349,4,779,Argentina,123,1,Def,2,CB
1959,1959,5507,5,779,Argentina,123,1,Def,3,LSB
1960,1960,5504,14,779,Argentina,123,2,Mid,5,CM
1961,1961,5503,22,779,Argentina,123,3,Fw,7,FW
1962,1962,5496,20,779,Argentina,123,2,Mid,6,LSM
1963,1963,5741,12,779,Argentina,123,2,Mid,5,CM
1964,1964,5506,9,779,Argentina,123,1,Def,5,CM
1965,1965,20004,8,771,France,123,1,Def,4,RSM
1966,1966,4375,20,771,France,123,2,Mid,6,LSM
1967,1967,3009,16,771,France,123,2,Mid,4,RSM
1968,1968,5487,6,771,France,123,1,Def,1,RSB
1969,1969,5492,4,771,France,123,1,Def,2,CB
1970,1970,3961,10,771,France,123,1,Def,6,LSM
1971,1971,5484,5,771,France,123,1,Def,3,LSB
1972,1972,3099,0,771,France,123,0,GK,0,GK
1973,1973,3604,22,771,France,123,3,Fw,7,FW
1974,1974,5742,1,779,Argentina,124,1,Def,1,RSB
1975,1975,5506,12,779,Argentina,124,2,Mid,5,CM
1976,1976,3090,4,779,Argentina,124,1,Def,2,CB
1977,1977,5504,14,779,Argentina,124,2,Mid,5,CM
1978,1978,6349,2,779,Argentina,124,1,Def,2,CB
1979,1979,5499,16,779,Argentina,124,2,Mid,4,RSM
1980,1980,2995,20,779,Argentina,124,2,Mid,6,LSM
1981,1981,3237,22,779,Argentina,124,3,Fw,7,FW
1982,1982,3009,16,771,France,124,2,Mid,4,RSM
1983,1983,5487,6,771,France,124,1,Def,1,RSB
1984,1984,5476,1,771,France,124,1,Def,1,RSB
1985,1985,3099,0,771,France,124,0,GK,0,GK
1986,1986,20004,8,771,France,124,1,Def,4,RSM
1987,1987,3604,22,771,France,124,3,Fw,7,FW
1988,1988,5480,20,771,France,124,2,Mid,6,LSM
1989,1989,3961,10,771,France,124,1,Def,6,LSM
1990,1990,5484,5,771,France,124,1,Def,3,LSB
1991,1991,5492,4,771,France,124,1,Def,2,CB
1992,1992,5503,24,779,Argentina,124,3,Fw,7,FW
1993,1993,4320,20,781,Brazil,125,2,Mid,6,LSM
1994,1994,3054,13,781,Brazil,125,2,Mid,5,CM
1995,1995,3501,15,781,Brazil,125,2,Mid,6,LSM
1996,1996,5552,5,781,Brazil,125,1,Def,3,LSB
1997,1997,5551,4,781,Brazil,125,1,Def,2,CB
1998,1998,3295,2,781,Brazil,125,1,Def,2,CB
1999,1999,5838,1,781,Brazil,125,1,Def,1,RSB
2000,2000,5542,11,781,Brazil,125,2,Mid,4,RSM
2001,2001,3472,16,781,Brazil,125,2,Mid,4,RSM
2002,2002,3202,22,781,Brazil,125,3,Fw,7,FW
2003,2003,3621,20,782,Belgium,126,2,Mid,6,LSM
2004,2004,5642,13,782,Belgium,126,2,Mid,5,CM
2005,2005,3077,5,782,Belgium,126,1,Def,3,LSB
2006,2006,3101,4,782,Belgium,126,1,Def,2,CB
2007,2007,20005,2,782,Belgium,126,1,Def,2,CB
2008,2008,4831,14,782,Belgium,126,2,Mid,5,CM
2009,2009,3089,24,782,Belgium,126,3,Fw,7,FW
2010,2010,3296,12,782,Belgium,126,2,Mid,5,CM
2011,2011,3289,16,782,Belgium,126,2,Mid,4,RSM
2012,2012,3054,13,781,Brazil,126,2,Mid,5,CM
2013,2013,5542,11,781,Brazil,126,2,Mid,4,RSM
2014,2014,3501,15,781,Brazil,126,2,Mid,6,LSM
2015,2015,5838,1,781,Brazil,126,1,Def,1,RSB
2016,2016,3295,2,781,Brazil,126,1,Def,2,CB
2017,2017,4320,20,781,Brazil,126,2,Mid,6,LSM
2018,2018,3472,16,781,Brazil,126,2,Mid,4,RSM
2019,2019,3202,22,781,Brazil,126,3,Fw,7,FW
2020,2020,5552,5,781,Brazil,126,1,Def,3,LSB
2021,2021,5551,4,781,Brazil,126,1,Def,2,CB
2022,2022,3089,24,782,Belgium,127,3,Fw,7,FW
2023,2023,3289,16,782,Belgium,127,2,Mid,4,RSM
2024,2024,4831,14,782,Belgium,127,2,Mid,5,CM
2025,2025,3509,0,782,Belgium,127,0,GK,0,GK
2026,2026,3101,4,782,Belgium,127,1,Def,2,CB
2027,2027,20005,2,782,Belgium,127,1,Def,2,CB
2028,2028,5642,13,782,Belgium,127,2,Mid,5,CM
2029,2029,3296,12,782,Belgium,127,2,Mid,5,CM
2030,2030,3176,1,782,Belgium,127,1,Def,1,RSB
2031,2031,5551,4,781,Brazil,127,1,Def,2,CB
2032,2032,5552,5,781,Brazil,127,1,Def,3,LSB
2033,2033,3501,15,781,Brazil,127,2,Mid,6,LSM
2034,2034,3054,13,781,Brazil,127,2,Mid,5,CM
2035,2035,5542,11,781,Brazil,127,2,Mid,4,RSM
2036,2036,5838,1,781,Brazil,127,1,Def,1,RSB
2037,2037,3295,2,781,Brazil,127,1,Def,2,CB
2038,2038,4320,20,781,Brazil,127,2,Mid,6,LSM
2039,2039,3202,22,781,Brazil,127,3,Fw,7,FW
2040,2040,3472,16,781,Brazil,127,2,Mid,4,RSM
2041,2041,3472,16,781,Brazil,128,2,Mid,4,RSM
2042,2042,5542,11,781,Brazil,128,2,Mid,4,RSM
2043,2043,5551,4,781,Brazil,128,1,Def,2,CB
2044,2044,3054,13,781,Brazil,128,2,Mid,5,CM
2045,2045,5838,1,781,Brazil,128,1,Def,1,RSB
2046,2046,3501,15,781,Brazil,128,2,Mid,6,LSM
2047,2047,5552,5,781,Brazil,128,1,Def,3,LSB
2048,2048,3295,2,781,Brazil,128,1,Def,2,CB
2049,2049,3089,24,782,Belgium,128,3,Fw,7,FW
2050,2050,3621,20,782,Belgium,128,2,Mid,6,LSM
2051,2051,4831,14,782,Belgium,128,2,Mid,5,CM
2052,2052,3077,5,782,Belgium,128,1,Def,3,LSB
2053,2053,3101,4,782,Belgium,128,1,Def,2,CB
2054,2054,5642,13,782,Belgium,128,2,Mid,5,CM
2055,2055,20005,2,782,Belgium,128,1,Def,2,CB
2056,2056,3296,12,782,Belgium,128,2,Mid,5,CM
2057,2057,4320,20,781,Brazil,128,2,Mid,6,LSM
2058,2058,3621,20,782,Belgium,129,2,Mid,6,LSM
2059,2059,3089,24,782,Belgium,129,3,Fw,7,FW
2060,2060,3289,16,782,Belgium,129,2,Mid,4,RSM
2061,2061,3176,1,782,Belgium,129,1,Def,1,RSB
2062,2062,3296,12,782,Belgium,129,2,Mid,5,CM
2063,2063,5642,13,782,Belgium,129,2,Mid,5,CM
2064,2064,4831,14,782,Belgium,129,2,Mid,5,CM
2065,2065,3077,5,782,Belgium,129,1,Def,3,LSB
2066,2066,3101,4,782,Belgium,129,1,Def,2,CB
2067,2067,20005,2,782,Belgium,129,1,Def,2,CB
2068,2068,3509,0,782,Belgium,129,0,GK,0,GK
2069,2069,5542,11,781,Brazil,129,2,Mid,4,RSM
2070,2070,5838,1,781,Brazil,129,1,Def,1,RSB
2071,2071,3295,2,781,Brazil,129,1,Def,2,CB
2072,2072,5551,4,781,Brazil,129,1,Def,2,CB
2073,2073,3501,15,781,Brazil,129,2,Mid,6,LSM
2074,2074,4320,20,781,Brazil,129,2,Mid,6,LSM
2075,2075,5552,5,781,Brazil,129,1,Def,3,LSB
2076,2076,3472,16,781,Brazil,129,2,Mid,4,RSM
2077,2077,5552,5,781,Brazil,130,1,Def,3,LSB
2078,2078,3501,15,781,Brazil,130,2,Mid,6,LSM
2079,2079,3295,2,781,Brazil,130,1,Def,2,CB
2080,2080,3472,16,781,Brazil,130,2,Mid,4,RSM
2081,2081,3054,13,781,Brazil,130,2,Mid,5,CM
2082,2082,4320,20,781,Brazil,130,2,Mid,6,LSM
2083,2083,5551,4,781,Brazil,130,1,Def,2,CB
2084,2084,5542,11,781,Brazil,130,2,Mid,4,RSM
2085,2085,3176,1,782,Belgium,130,1,Def,1,RSB
2086,2086,20005,2,782,Belgium,130,1,Def,2,CB
2087,2087,3077,5,782,Belgium,130,1,Def,3,LSB
2088,2088,5642,13,782,Belgium,130,2,Mid,5,CM
2089,2089,3101,4,782,Belgium,130,1,Def,2,CB
2090,2090,3296,12,782,Belgium,130,2,Mid,5,CM
2091,2091,3509,0,782,Belgium,130,0,GK,0,GK
2092,2092,3621,20,782,Belgium,130,2,Mid,6,LSM
2093,2093,3089,24,782,Belgium,130,3,Fw,7,FW
2094,2094,4831,14,782,Belgium,130,2,Mid,5,CM
2095,2095,3054,13,781,Brazil,131,2,Mid,5,CM
2096,2096,3295,2,781,Brazil,131,1,Def,2,CB
2097,2097,5547,0,781,Brazil,131,0,GK,0,GK
2098,2098,5552,5,781,Brazil,131,1,Def,3,LSB
2099,2099,5551,4,781,Brazil,131,1,Def,2,CB
2100,2100,4320,20,781,Brazil,131,2,Mid,6,LSM
2101,2101,3535,22,781,Brazil,131,3,Fw,7,FW
2102,2102,3202,16,781,Brazil,131,2,Mid,4,RSM
2103,2103,3501,15,781,Brazil,131,2,Mid,6,LSM
2104,2104,5838,1,781,Brazil,131,1,Def,1,RSB
2105,2105,5542,11,781,Brazil,131,2,Mid,4,RSM
2106,2106,3295,2,781,Brazil,132,1,Def,2,CB
2107,2107,5547,0,781,Brazil,132,0,GK,0,GK
2108,2108,3501,15,781,Brazil,132,2,Mid,6,LSM
2109,2109,5551,4,781,Brazil,132,1,Def,2,CB
2110,2110,5553,11,781,Brazil,132,2,Mid,4,RSM
2111,2111,5838,1,781,Brazil,132,1,Def,1,RSB
2112,2112,3054,13,781,Brazil,132,2,Mid,5,CM
2113,2113,4320,20,781,Brazil,132,2,Mid,6,LSM
2114,2114,5552,5,781,Brazil,132,1,Def,3,LSB
2115,2115,3535,22,781,Brazil,132,3,Fw,7,FW
2116,2116,5837,16,781,Brazil,132,2,Mid,4,RSM
2117,2117,3471,2,785,Croatia,133,1,Def,2,CB
2118,2118,5469,9,785,Croatia,133,1,Def,5,CM
2119,2119,5463,12,785,Croatia,133,2,Mid,5,CM
2120,2120,5468,4,785,Croatia,133,1,Def,2,CB
2121,2121,5457,5,785,Croatia,133,1,Def,3,LSB
2122,2122,5470,14,785,Croatia,133,2,Mid,5,CM
2123,2123,5472,22,785,Croatia,133,3,Fw,7,FW
2124,2124,5461,1,785,Croatia,133,1,Def,1,RSB
2125,2125,5465,11,785,Croatia,133,2,Mid,4,RSM
2126,2126,5474,15,785,Croatia,133,2,Mid,6,LSM
2127,2127,5463,12,785,Croatia,134,2,Mid,5,CM
2128,2128,3471,2,785,Croatia,134,1,Def,2,CB
2129,2129,3444,0,785,Croatia,134,0,GK,0,GK
2130,2130,5468,4,785,Croatia,134,1,Def,2,CB
2131,2131,5470,14,785,Croatia,134,2,Mid,5,CM
2132,2132,5469,9,785,Croatia,134,1,Def,5,CM
2133,2133,5457,5,785,Croatia,134,1,Def,3,LSB
2134,2134,5465,11,785,Croatia,134,2,Mid,4,RSM
2135,2135,5461,1,785,Croatia,134,1,Def,1,RSB
2136,2136,5472,22,785,Croatia,134,3,Fw,7,FW
2137,2137,3815,0,776,Denmark,134,0,GK,0,GK
2138,2138,5534,2,776,Denmark,134,1,Def,2,CB
2139,2139,3959,12,776,Denmark,134,2,Mid,5,CM
2140,2140,3027,4,776,Denmark,134,1,Def,2,CB
2141,2141,4763,1,776,Denmark,134,1,Def,1,RSB
2142,2142,5536,16,776,Denmark,134,2,Mid,4,RSM
2143,2143,3043,24,776,Denmark,134,3,Fw,7,FW
2144,2144,4447,20,776,Denmark,134,2,Mid,6,LSM
2145,2145,5732,22,776,Denmark,134,3,Fw,7,FW
2146,2146,6355,5,776,Denmark,134,1,Def,3,LSB
2147,2147,5527,14,776,Denmark,134,2,Mid,5,CM
2148,2148,5461,1,785,Croatia,135,1,Def,1,RSB
2149,2149,5472,22,785,Croatia,135,3,Fw,7,FW
2150,2150,5463,12,785,Croatia,135,2,Mid,5,CM
2151,2151,5474,15,785,Croatia,135,2,Mid,6,LSM
2152,2152,5457,5,785,Croatia,135,1,Def,3,LSB
2153,2153,5470,14,785,Croatia,135,2,Mid,5,CM
2154,2154,3471,2,785,Croatia,135,1,Def,2,CB
2155,2155,3444,0,785,Croatia,135,0,GK,0,GK
2156,2156,5469,9,785,Croatia,135,1,Def,5,CM
2157,2157,5468,4,785,Croatia,135,1,Def,2,CB
2158,2158,3815,0,776,Denmark,135,0,GK,0,GK
2159,2159,5534,2,776,Denmark,135,1,Def,2,CB
2160,2160,5527,14,776,Denmark,135,2,Mid,5,CM
2161,2161,3043,24,776,Denmark,135,3,Fw,7,FW
2162,2162,3959,12,776,Denmark,135,2,Mid,5,CM
2163,2163,4763,1,776,Denmark,135,1,Def,1,RSB
2164,2164,4447,20,776,Denmark,135,2,Mid,6,LSM
2165,2165,5732,22,776,Denmark,135,3,Fw,7,FW
2166,2166,5465,11,785,Croatia,135,2,Mid,4,RSM
2167,2167,5461,1,785,Croatia,136,1,Def,1,RSB
2168,2168,3471,2,785,Croatia,136,1,Def,2,CB
2169,2169,5469,9,785,Croatia,136,1,Def,5,CM
2170,2170,5472,22,785,Croatia,136,3,Fw,7,FW
2171,2171,5474,15,785,Croatia,136,2,Mid,6,LSM
2172,2172,5463,12,785,Croatia,136,2,Mid,5,CM
2173,2173,5470,14,785,Croatia,136,2,Mid,5,CM
2174,2174,5468,4,785,Croatia,136,1,Def,2,CB
2175,2175,5457,5,785,Croatia,136,1,Def,3,LSB
2176,2176,5465,11,785,Croatia,136,2,Mid,4,RSM
2177,2177,4447,20,776,Denmark,136,2,Mid,6,LSM
2178,2178,5527,14,776,Denmark,136,2,Mid,5,CM
2179,2179,3043,24,776,Denmark,136,3,Fw,7,FW
2180,2180,3027,4,776,Denmark,136,1,Def,2,CB
2181,2181,6355,5,776,Denmark,136,1,Def,3,LSB
2182,2182,5534,2,776,Denmark,136,1,Def,2,CB
2183,2183,3815,0,776,Denmark,136,0,GK,0,GK
2184,2184,5536,16,776,Denmark,136,2,Mid,4,RSM
2185,2185,5732,22,776,Denmark,136,3,Fw,7,FW
2186,2186,3959,12,776,Denmark,136,2,Mid,5,CM
2187,2187,4763,1,776,Denmark,136,1,Def,1,RSB
2188,2188,5461,1,785,Croatia,137,1,Def,1,RSB
2189,2189,3471,2,785,Croatia,137,1,Def,2,CB
2190,2190,5468,4,785,Croatia,137,1,Def,2,CB
2191,2191,5469,9,785,Croatia,137,1,Def,5,CM
2192,2192,5457,5,785,Croatia,137,1,Def,3,LSB
2193,2193,5463,12,785,Croatia,137,2,Mid,5,CM
2194,2194,5470,14,785,Croatia,137,2,Mid,5,CM
2195,2195,4763,1,776,Denmark,137,1,Def,1,RSB
2196,2196,4447,20,776,Denmark,137,2,Mid,6,LSM
2197,2197,5732,22,776,Denmark,137,3,Fw,7,FW
2198,2198,3027,4,776,Denmark,137,1,Def,2,CB
2199,2199,5527,14,776,Denmark,137,2,Mid,5,CM
2200,2200,5520,12,776,Denmark,137,2,Mid,5,CM
2201,2201,5534,2,776,Denmark,137,1,Def,2,CB
2202,2202,3043,24,776,Denmark,137,3,Fw,7,FW
2203,2203,6355,5,776,Denmark,137,1,Def,3,LSB
2204,2204,3815,0,776,Denmark,137,0,GK,0,GK
2205,2205,5536,16,776,Denmark,137,2,Mid,4,RSM
2206,2206,6355,5,776,Denmark,138,1,Def,3,LSB
2207,2207,3027,4,776,Denmark,138,1,Def,2,CB
2208,2208,3815,0,776,Denmark,138,0,GK,0,GK
2209,2209,4763,1,776,Denmark,138,1,Def,1,RSB
2210,2210,3043,24,776,Denmark,138,3,Fw,7,FW
2211,2211,5527,14,776,Denmark,138,2,Mid,5,CM
2212,2212,5534,2,776,Denmark,138,1,Def,2,CB
2213,2213,5465,11,785,Croatia,138,2,Mid,4,RSM
2214,2214,5470,14,785,Croatia,138,2,Mid,5,CM
2215,2215,5474,15,785,Croatia,138,2,Mid,6,LSM
2216,2216,5457,5,785,Croatia,138,1,Def,3,LSB
2217,2217,5469,9,785,Croatia,138,1,Def,5,CM
2218,2218,5463,12,785,Croatia,138,2,Mid,5,CM
2219,2219,3471,2,785,Croatia,138,1,Def,2,CB
2220,2220,5468,4,785,Croatia,138,1,Def,2,CB
2221,2221,5520,12,776,Denmark,138,2,Mid,5,CM
2222,2222,5536,16,776,Denmark,138,2,Mid,4,RSM
2223,2223,4447,20,776,Denmark,138,2,Mid,6,LSM
2224,2224,5522,22,776,Denmark,138,3,Fw,7,FW
2225,2225,5527,14,776,Denmark,139,2,Mid,5,CM
2226,2226,5520,12,776,Denmark,139,2,Mid,5,CM
2227,2227,6355,5,776,Denmark,139,1,Def,3,LSB
2228,2228,5522,22,776,Denmark,139,3,Fw,7,FW
2229,2229,3027,4,776,Denmark,139,1,Def,2,CB
2230,2230,5534,2,776,Denmark,139,1,Def,2,CB
2231,2231,5536,16,776,Denmark,139,2,Mid,4,RSM
2232,2232,5463,12,785,Croatia,139,2,Mid,5,CM
2233,2233,5474,15,785,Croatia,139,2,Mid,6,LSM
2234,2234,5457,5,785,Croatia,139,1,Def,3,LSB
2235,2235,5468,4,785,Croatia,139,1,Def,2,CB
2236,2236,3471,2,785,Croatia,139,1,Def,2,CB
2237,2237,5470,14,785,Croatia,139,2,Mid,5,CM
2238,2238,5456,9,785,Croatia,139,1,Def,5,CM
2239,2239,5461,1,785,Croatia,139,1,Def,1,RSB
2240,2240,3444,0,785,Croatia,139,0,GK,0,GK
2241,2241,5465,11,785,Croatia,139,2,Mid,4,RSM
2242,2242,5472,22,785,Croatia,139,3,Fw,7,FW
2243,2243,3027,4,776,Denmark,140,1,Def,2,CB
2244,2244,5527,14,776,Denmark,140,2,Mid,5,CM
2245,2245,5534,2,776,Denmark,140,1,Def,2,CB
2246,2246,4763,1,776,Denmark,140,1,Def,1,RSB
2247,2247,3043,24,776,Denmark,140,3,Fw,7,FW
2248,2248,3815,0,776,Denmark,140,0,GK,0,GK
2249,2249,5520,12,776,Denmark,140,2,Mid,5,CM
2250,2250,5536,16,776,Denmark,140,2,Mid,4,RSM
2251,2251,5456,9,785,Croatia,140,1,Def,5,CM
2252,2252,5457,5,785,Croatia,140,1,Def,3,LSB
2253,2253,5463,12,785,Croatia,140,2,Mid,5,CM
2254,2254,5468,4,785,Croatia,140,1,Def,2,CB
2255,2255,3444,0,785,Croatia,140,0,GK,0,GK
2256,2256,3471,2,785,Croatia,140,1,Def,2,CB
2257,2257,5461,1,785,Croatia,140,1,Def,1,RSB
2258,2258,5470,14,785,Croatia,140,2,Mid,5,CM
2259,2259,5522,22,776,Denmark,140,3,Fw,7,FW
2260,2260,5472,22,785,Croatia,141,3,Fw,7,FW
2261,2261,5474,15,785,Croatia,141,2,Mid,6,LSM
2262,2262,5461,1,785,Croatia,141,1,Def,1,RSB
2263,2263,5463,12,785,Croatia,141,2,Mid,5,CM
2264,2264,3471,2,785,Croatia,141,1,Def,2,CB
2265,2265,5470,14,785,Croatia,141,2,Mid,5,CM
2266,2266,5468,4,785,Croatia,141,1,Def,2,CB
2267,2267,6308,5,785,Croatia,141,1,Def,3,LSB
2268,2268,5520,12,776,Denmark,141,2,Mid,5,CM
2269,2269,3815,0,776,Denmark,141,0,GK,0,GK
2270,2270,5527,14,776,Denmark,141,2,Mid,5,CM
2271,2271,3043,24,776,Denmark,141,3,Fw,7,FW
2272,2272,5522,22,776,Denmark,141,3,Fw,7,FW
2273,2273,3027,4,776,Denmark,141,1,Def,2,CB
2274,2274,5534,2,776,Denmark,141,1,Def,2,CB
2275,2275,6355,5,776,Denmark,141,1,Def,3,LSB
2276,2276,4447,20,776,Denmark,141,2,Mid,6,LSM
2277,2277,5536,16,776,Denmark,141,2,Mid,4,RSM
2278,2278,4763,1,776,Denmark,141,1,Def,1,RSB
2279,2279,5463,12,785,Croatia,142,2,Mid,5,CM
2280,2280,5460,15,785,Croatia,142,2,Mid,6,LSM
2281,2281,6308,5,785,Croatia,142,1,Def,3,LSB
2282,2282,5456,9,785,Croatia,142,1,Def,5,CM
2283,2283,5470,14,785,Croatia,142,2,Mid,5,CM
2284,2284,5468,4,785,Croatia,142,1,Def,2,CB
2285,2285,3471,2,785,Croatia,142,1,Def,2,CB
2286,2286,5461,1,785,Croatia,142,1,Def,1,RSB
2287,2287,3444,0,785,Croatia,142,0,GK,0,GK
2288,2288,6356,14,776,Denmark,142,2,Mid,5,CM
2289,2289,3043,24,776,Denmark,142,3,Fw,7,FW
2290,2290,5516,20,776,Denmark,142,2,Mid,6,LSM
2291,2291,5522,22,776,Denmark,142,3,Fw,7,FW
2292,2292,4763,1,776,Denmark,142,1,Def,1,RSB
2293,2293,5520,12,776,Denmark,142,2,Mid,5,CM
2294,2294,5536,16,776,Denmark,142,2,Mid,4,RSM
2295,2295,5534,2,776,Denmark,142,1,Def,2,CB
2296,2296,3027,4,776,Denmark,142,1,Def,2,CB
2297,2297,3027,4,776,Denmark,143,1,Def,2,CB
2298,2298,3043,24,776,Denmark,143,3,Fw,7,FW
2299,2299,5536,16,776,Denmark,143,2,Mid,4,RSM
2300,2300,5520,12,776,Denmark,143,2,Mid,5,CM
2301,2301,6356,14,776,Denmark,143,2,Mid,5,CM
2302,2302,5516,20,776,Denmark,143,2,Mid,6,LSM
2303,2303,5522,22,776,Denmark,143,3,Fw,7,FW
2304,2304,4763,1,776,Denmark,143,1,Def,1,RSB
2305,2305,3815,0,776,Denmark,143,0,GK,0,GK
2306,2306,5534,2,776,Denmark,143,1,Def,2,CB
2307,2307,6355,5,776,Denmark,143,1,Def,3,LSB
2308,2308,3471,2,785,Croatia,143,1,Def,2,CB
2309,2309,5468,4,785,Croatia,143,1,Def,2,CB
2310,2310,6308,5,785,Croatia,143,1,Def,3,LSB
2311,2311,5460,23,785,Croatia,143,3,Fw,7,FW
2312,2312,6305,15,785,Croatia,143,2,Mid,6,LSM
2313,2313,5463,10,785,Croatia,143,1,Def,6,LSM
2314,2314,5461,1,785,Croatia,143,1,Def,1,RSB
2315,2315,5456,11,785,Croatia,143,2,Mid,4,RSM
2316,2316,5470,8,785,Croatia,143,1,Def,4,RSM
2317,2317,5468,4,785,Croatia,144,1,Def,2,CB
2318,2318,5470,8,785,Croatia,144,1,Def,4,RSM
2319,2319,3471,2,785,Croatia,144,1,Def,2,CB
2320,2320,5456,11,785,Croatia,144,2,Mid,4,RSM
2321,2321,5461,1,785,Croatia,144,1,Def,1,RSB
2322,2322,5463,10,785,Croatia,144,1,Def,6,LSM
2323,2323,6308,5,785,Croatia,144,1,Def,3,LSB
2324,2324,6305,15,785,Croatia,144,2,Mid,6,LSM
2325,2325,5460,23,785,Croatia,144,3,Fw,7,FW
2326,2326,5454,0,775,Nigeria,144,0,GK,0,GK
2327,2327,5462,15,775,Nigeria,144,2,Mid,6,LSM
2328,2328,5830,4,775,Nigeria,144,1,Def,2,CB
2329,2329,5455,3,775,Nigeria,144,1,Def,2,CB
2330,2330,5467,2,775,Nigeria,144,1,Def,2,CB
2331,2331,5475,13,775,Nigeria,144,2,Mid,5,CM
2332,2332,5466,14,775,Nigeria,144,2,Mid,5,CM
2333,2333,5473,21,775,Nigeria,144,3,Fw,7,FW
2334,2334,3708,23,775,Nigeria,144,3,Fw,7,FW
2335,2335,3963,11,775,Nigeria,144,2,Mid,4,RSM
2336,2336,3338,12,775,Nigeria,144,2,Mid,5,CM
2337,2337,5475,13,775,Nigeria,145,2,Mid,5,CM
2338,2338,5467,2,775,Nigeria,145,1,Def,2,CB
2339,2339,5454,0,775,Nigeria,145,0,GK,0,GK
2340,2340,5830,4,775,Nigeria,145,1,Def,2,CB
2341,2341,5462,15,775,Nigeria,145,2,Mid,6,LSM
2342,2342,5466,14,775,Nigeria,145,2,Mid,5,CM
2343,2343,3963,11,775,Nigeria,145,2,Mid,4,RSM
2344,2344,5455,3,775,Nigeria,145,1,Def,2,CB
2345,2345,3338,12,775,Nigeria,145,2,Mid,5,CM
2346,2346,3708,23,775,Nigeria,145,3,Fw,7,FW
2347,2347,5473,21,775,Nigeria,145,3,Fw,7,FW
2348,2348,5455,3,775,Nigeria,146,1,Def,2,CB
2349,2349,5454,0,775,Nigeria,146,0,GK,0,GK
2350,2350,5830,4,775,Nigeria,146,1,Def,2,CB
2351,2351,5475,13,775,Nigeria,146,2,Mid,5,CM
2352,2352,5466,14,775,Nigeria,146,2,Mid,5,CM
2353,2353,5473,21,775,Nigeria,146,3,Fw,7,FW
2354,2354,3338,12,775,Nigeria,146,2,Mid,5,CM
2355,2355,5467,2,775,Nigeria,146,1,Def,2,CB
2356,2356,3963,11,775,Nigeria,146,2,Mid,4,RSM
2357,2357,5462,15,775,Nigeria,146,2,Mid,6,LSM
2358,2358,3708,23,775,Nigeria,146,3,Fw,7,FW
2359,2359,5467,2,775,Nigeria,147,1,Def,2,CB
2360,2360,5475,13,775,Nigeria,147,2,Mid,5,CM
2361,2361,5466,14,775,Nigeria,147,2,Mid,5,CM
2362,2362,3963,11,775,Nigeria,147,2,Mid,4,RSM
2363,2363,3338,12,775,Nigeria,147,2,Mid,5,CM
2364,2364,5830,4,775,Nigeria,147,1,Def,2,CB
2365,2365,5832,15,775,Nigeria,147,2,Mid,6,LSM
2366,2366,5455,3,775,Nigeria,147,1,Def,2,CB
2367,2367,5501,5,793,Iceland,147,1,Def,3,LSB
2368,2368,5829,23,793,Iceland,147,3,Fw,7,FW
2369,2369,5514,21,793,Iceland,147,3,Fw,7,FW
2370,2370,5509,15,793,Iceland,147,2,Mid,6,LSM
2371,2371,5505,2,793,Iceland,147,1,Def,2,CB
2372,2372,5508,1,793,Iceland,147,1,Def,1,RSB
2373,2373,5495,11,793,Iceland,147,2,Mid,4,RSM
2374,2374,3944,10,793,Iceland,147,1,Def,6,LSM
2375,2375,3708,23,775,Nigeria,147,3,Fw,7,FW
2376,2376,5829,23,793,Iceland,148,3,Fw,7,FW
2377,2377,5501,5,793,Iceland,148,1,Def,3,LSB
2378,2378,5515,8,793,Iceland,148,1,Def,4,RSM
2379,2379,5508,1,793,Iceland,148,1,Def,1,RSB
2380,2380,5514,21,793,Iceland,148,3,Fw,7,FW
2381,2381,5509,15,793,Iceland,148,2,Mid,6,LSM
2382,2382,3944,10,793,Iceland,148,1,Def,6,LSM
2383,2383,5505,2,793,Iceland,148,1,Def,2,CB
2384,2384,5495,11,793,Iceland,148,2,Mid,4,RSM
2385,2385,5467,2,775,Nigeria,148,1,Def,2,CB
2386,2386,5832,15,775,Nigeria,148,2,Mid,6,LSM
2387,2387,3338,12,775,Nigeria,148,2,Mid,5,CM
2388,2388,5475,13,775,Nigeria,148,2,Mid,5,CM
2389,2389,5466,14,775,Nigeria,148,2,Mid,5,CM
2390,2390,5455,3,775,Nigeria,148,1,Def,2,CB
2391,2391,3708,23,775,Nigeria,148,3,Fw,7,FW
2392,2392,3963,11,775,Nigeria,148,2,Mid,4,RSM
2393,2393,5473,21,775,Nigeria,148,3,Fw,7,FW
2394,2394,5455,3,775,Nigeria,149,1,Def,2,CB
2395,2395,5475,13,775,Nigeria,149,2,Mid,5,CM
2396,2396,5467,2,775,Nigeria,149,1,Def,2,CB
2397,2397,3338,12,775,Nigeria,149,2,Mid,5,CM
2398,2398,5466,14,775,Nigeria,149,2,Mid,5,CM
2399,2399,5832,15,775,Nigeria,149,2,Mid,6,LSM
2400,2400,3708,23,775,Nigeria,149,3,Fw,7,FW
