,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
447,447,10,15,5737,4375,771,France,88,30,8658,338,339
448,448,15,5,4375,5484,771,France,88,30,8658,339,340
449,449,10,15,5737,4375,771,France,88,30,8658,338,339
450,450,5,15,5484,4375,771,France,88,30,8658,340,339
451,451,1,14,5461,5470,785,Croatia,89,30,8658,341,342
452,452,4,8,5492,20004,771,France,90,30,8658,343,344
453,453,8,11,20004,3009,771,France,90,30,8658,344,345
454,454,11,8,3009,20004,771,France,90,30,8658,345,344
455,455,8,10,20004,5737,771,France,90,30,8658,344,338
456,456,10,4,5737,5492,771,France,90,30,8658,338,343
457,457,4,10,5492,5737,771,France,90,30,8658,343,338
458,458,10,2,5737,5485,771,France,90,30,8658,338,346
459,459,2,1,5485,5476,771,France,90,30,8658,346,347
460,460,1,2,5476,5485,771,France,90,30,8658,347,346
461,461,2,10,5485,5737,771,France,90,30,8658,346,338
462,462,10,8,5737,20004,771,France,90,30,8658,338,344
463,463,8,10,20004,5737,771,France,90,30,8658,344,338
464,464,8,23,20004,3604,771,France,90,30,8658,344,348
465,465,1,20,5461,5474,785,Croatia,91,31,8658,349,350
466,466,20,22,5474,5472,785,Croatia,91,31,8658,350,351
467,467,14,12,5470,5463,785,Croatia,91,31,8658,352,353
468,468,12,22,5463,5472,785,Croatia,91,31,8658,353,351
469,469,22,20,5472,5474,785,Croatia,91,31,8658,351,350
470,470,20,12,5474,5463,785,Croatia,91,31,8658,350,353
471,471,12,1,5463,5461,785,Croatia,91,31,8658,353,349
472,472,1,20,5461,5474,785,Croatia,91,31,8658,349,350
473,473,20,12,5474,5463,785,Croatia,91,31,8658,350,353
474,474,12,9,5463,5469,785,Croatia,91,31,8658,353,354
475,475,9,14,5469,5470,785,Croatia,91,31,8658,354,352
476,476,14,2,5470,3471,785,Croatia,91,31,8658,352,355
477,477,2,14,3471,5470,785,Croatia,91,31,8658,355,352
478,478,14,5,5470,5457,785,Croatia,91,31,8658,352,356
479,479,5,9,5457,5469,785,Croatia,91,31,8658,356,354
480,480,9,1,5469,5461,785,Croatia,91,31,8658,354,349
481,481,8,1,20004,5476,771,France,92,31,8658,357,358
482,482,2,9,3471,5469,785,Croatia,93,31,8658,355,354
483,483,9,14,5469,5470,785,Croatia,93,31,8658,354,352
484,484,14,16,5470,5465,785,Croatia,93,31,8658,352,359
485,485,0,10,3099,5737,771,France,94,32,8658,360,361
486,486,15,10,4375,5737,771,France,94,32,8658,362,361
487,487,0,21,3099,5487,771,France,94,32,8658,360,363
488,488,15,5,5480,5484,771,France,94,32,8658,364,365
489,489,5,21,5484,5487,771,France,94,32,8658,365,363
490,490,2,16,3471,5460,785,Croatia,95,32,8658,366,367
491,491,8,11,20004,3009,771,France,96,32,8658,368,369
492,492,11,1,3009,5476,771,France,96,32,8658,369,370
493,493,10,21,5737,5487,771,France,96,32,8658,361,363
494,494,21,15,5487,5480,771,France,96,32,8658,363,364
495,495,15,23,5480,3604,771,France,96,32,8658,364,371
496,496,23,8,3604,20004,771,France,96,32,8658,371,368
497,497,9,1,5469,5461,785,Croatia,97,33,8658,372,373
498,498,22,1,5472,5461,785,Croatia,97,33,8658,374,373
499,499,1,20,5461,5474,785,Croatia,97,33,8658,373,375
500,500,22,12,5472,5463,785,Croatia,97,33,8658,374,376
501,501,12,9,5463,5469,785,Croatia,97,33,8658,376,372
502,502,9,16,5469,5460,785,Croatia,97,33,8658,372,377
503,503,16,5,5460,5457,785,Croatia,97,33,8658,377,378
504,504,5,20,5457,5474,785,Croatia,97,33,8658,378,375
505,505,21,23,5487,3604,771,France,98,33,8658,379,380
506,506,9,5,5469,5457,785,Croatia,99,33,8658,372,378
507,507,5,9,5457,5469,785,Croatia,99,33,8658,378,372
508,508,9,1,5469,5461,785,Croatia,99,33,8658,372,373
509,509,23,21,3604,5487,771,France,100,34,8658,381,382
510,510,21,15,5487,5480,771,France,100,34,8658,382,383
511,511,5,23,5484,3604,771,France,100,34,8658,384,381
512,512,23,5,3604,5484,771,France,100,34,8658,381,384
513,513,12,9,5463,5469,785,Croatia,101,34,8658,385,386
514,514,9,4,5469,5468,785,Croatia,101,34,8658,386,387
515,515,4,12,5468,5463,785,Croatia,101,34,8658,387,385
516,516,12,16,5463,5460,785,Croatia,101,34,8658,385,388
517,517,16,14,5460,5470,785,Croatia,101,34,8658,388,389
518,518,14,22,5470,5472,785,Croatia,101,34,8658,389,390
519,519,2,12,3471,5463,785,Croatia,101,34,8658,391,385
520,520,12,9,5463,5469,785,Croatia,101,34,8658,385,386
521,521,9,12,5469,5463,785,Croatia,101,34,8658,386,385
522,522,12,1,5463,5461,785,Croatia,101,34,8658,385,392
523,523,1,9,5461,5469,785,Croatia,101,34,8658,392,386
524,524,9,2,5469,3471,785,Croatia,101,34,8658,386,391
525,525,2,14,3471,5470,785,Croatia,101,34,8658,391,389
526,526,14,5,5470,5457,785,Croatia,101,34,8658,389,393
527,527,5,14,5457,5470,785,Croatia,101,34,8658,393,389
528,528,14,1,5470,5461,785,Croatia,101,34,8658,389,392
529,529,1,12,5461,5463,785,Croatia,101,34,8658,392,385
530,530,12,22,5463,5472,785,Croatia,101,34,8658,385,390
531,531,4,22,5468,5472,785,Croatia,101,34,8658,387,390
532,532,0,2,3444,3471,785,Croatia,101,34,8658,394,391
533,533,2,1,3471,5461,785,Croatia,101,34,8658,391,392
534,534,1,9,5461,5469,785,Croatia,101,34,8658,392,386
535,535,9,16,5469,5460,785,Croatia,101,34,8658,386,388
536,536,16,9,5460,5469,785,Croatia,101,34,8658,388,386
537,537,9,5,5469,5457,785,Croatia,101,34,8658,386,393
538,538,1,11,5476,3009,771,France,102,34,8658,395,396
539,539,11,2,3009,5485,771,France,102,34,8658,396,397
540,540,2,23,5485,3604,771,France,102,34,8658,397,381
541,541,23,21,3604,5487,771,France,102,34,8658,381,382
542,542,14,2,5470,3471,785,Croatia,103,35,8658,398,399
543,543,2,9,3471,5469,785,Croatia,103,35,8658,399,400
544,544,9,12,5469,5463,785,Croatia,103,35,8658,400,401
545,545,12,2,5463,3471,785,Croatia,103,35,8658,401,399
546,546,2,4,3471,5468,785,Croatia,103,35,8658,399,402
547,547,4,12,5468,5463,785,Croatia,103,35,8658,402,401
548,548,12,9,5463,5469,785,Croatia,103,35,8658,401,400
549,549,9,20,5469,5474,785,Croatia,103,35,8658,400,403
550,550,4,2,5468,3471,785,Croatia,103,35,8658,402,399
551,551,2,14,3471,5470,785,Croatia,103,35,8658,399,398
552,552,14,12,5470,5463,785,Croatia,103,35,8658,398,401
553,553,12,9,5463,5469,785,Croatia,103,35,8658,401,400
554,554,9,1,5469,5461,785,Croatia,103,35,8658,400,404
555,555,1,9,5461,5469,785,Croatia,103,35,8658,404,400
556,556,9,16,5469,5460,785,Croatia,103,35,8658,400,405
557,557,16,5,5460,5457,785,Croatia,103,35,8658,405,406
558,558,5,14,5457,5470,785,Croatia,103,35,8658,406,398
559,559,22,12,5472,5463,785,Croatia,103,35,8658,407,401
560,560,12,20,5463,5474,785,Croatia,103,35,8658,401,403
561,561,20,1,5474,5461,785,Croatia,103,35,8658,403,404
562,562,1,12,5461,5463,785,Croatia,103,35,8658,404,401
563,563,12,2,5463,3471,785,Croatia,103,35,8658,401,399
564,564,2,14,3471,5470,785,Croatia,103,35,8658,399,398
565,565,0,4,3444,5468,785,Croatia,103,35,8658,408,402
566,566,4,1,5468,5461,785,Croatia,103,35,8658,402,404
567,567,1,22,5461,5472,785,Croatia,103,35,8658,404,407
568,568,8,21,20004,3009,771,France,104,35,8658,409,410
569,569,12,2,5463,3471,785,Croatia,105,35,8658,401,399
570,570,2,9,3471,5469,785,Croatia,105,35,8658,399,400
571,571,9,14,5469,5470,785,Croatia,105,35,8658,400,398
572,572,14,16,5470,5460,785,Croatia,105,35,8658,398,405
573,573,16,5,5460,5459,785,Croatia,105,35,8658,405,411
574,574,1,14,5461,5470,785,Croatia,105,35,8658,404,398
575,575,4,20,5468,5474,785,Croatia,105,35,8658,402,403
576,576,20,4,5474,5468,785,Croatia,105,35,8658,403,402
577,577,4,14,5468,5470,785,Croatia,105,35,8658,402,398
578,578,8,11,20004,2948,771,France,106,36,8658,412,413
579,579,4,5,5468,5459,785,Croatia,107,36,8658,414,415
580,580,5,4,5459,5468,785,Croatia,107,36,8658,415,414
581,581,4,2,5468,3471,785,Croatia,107,36,8658,414,416
582,582,2,1,3471,5461,785,Croatia,107,36,8658,416,417
583,583,1,2,5461,3471,785,Croatia,107,36,8658,417,416
584,584,2,9,3471,5469,785,Croatia,107,36,8658,416,418
585,585,9,20,5469,5474,785,Croatia,107,36,8658,418,419
586,586,20,14,5474,5470,785,Croatia,107,36,8658,419,420
587,587,2,14,3471,5470,785,Croatia,107,36,8658,416,420
588,588,14,4,5470,5468,785,Croatia,107,36,8658,420,414
589,589,4,1,5468,5461,785,Croatia,107,36,8658,414,417
590,590,1,5,5461,5459,785,Croatia,107,36,8658,417,415
591,591,0,11,3099,2948,771,France,108,36,8658,421,413
592,592,9,4,5469,5468,785,Croatia,109,37,8658,422,423
593,593,8,11,20004,2948,771,France,110,37,8658,424,425
594,594,8,11,20004,2948,771,France,110,37,8658,424,425
595,595,1,12,5461,5463,785,Croatia,111,37,8658,426,427
596,596,12,9,5463,5469,785,Croatia,111,37,8658,427,422
597,597,9,1,5469,5461,785,Croatia,111,37,8658,422,426
598,598,1,9,5461,5469,785,Croatia,111,37,8658,426,422
599,599,9,12,5469,5463,785,Croatia,111,37,8658,422,427
600,600,12,16,5463,5460,785,Croatia,111,37,8658,427,428
601,601,16,1,5460,5461,785,Croatia,111,37,8658,428,426
602,602,1,14,5461,5470,785,Croatia,111,37,8658,426,429
603,603,14,20,5470,5474,785,Croatia,111,37,8658,429,430
604,604,0,4,3444,5468,785,Croatia,111,37,8658,431,423
605,605,4,9,5468,5469,785,Croatia,111,37,8658,423,422
606,606,9,14,5469,5470,785,Croatia,111,37,8658,422,429
607,607,14,9,5470,5469,785,Croatia,111,37,8658,429,422
608,608,9,12,5469,5463,785,Croatia,111,37,8658,422,427
609,609,5,1,5459,5461,785,Croatia,111,37,8658,432,426
610,610,1,2,5461,3471,785,Croatia,111,37,8658,426,433
611,611,2,4,3471,5468,785,Croatia,111,37,8658,433,423
612,612,4,16,5468,5460,785,Croatia,111,37,8658,423,428
613,613,16,4,5460,5468,785,Croatia,111,37,8658,428,423
614,614,16,14,5460,5470,785,Croatia,111,37,8658,428,429
615,615,0,8,3099,20004,771,France,112,38,8658,434,435
616,616,8,23,20004,5487,771,France,112,38,8658,435,436
617,617,23,11,5487,2948,771,France,112,38,8658,436,437
618,618,11,10,2948,5737,771,France,112,38,8658,437,438
619,619,9,14,5469,5470,785,Croatia,113,38,8658,439,440
620,620,14,5,5470,5459,785,Croatia,113,38,8658,440,441
621,621,1,2,5461,3471,785,Croatia,113,38,8658,442,443
622,622,2,9,3471,5469,785,Croatia,113,38,8658,443,439
623,623,9,12,5469,5463,785,Croatia,113,38,8658,439,444
624,624,12,1,5463,5461,785,Croatia,113,38,8658,444,442
625,625,1,22,5461,5472,785,Croatia,113,38,8658,442,445
626,626,4,5,5492,5484,771,France,114,38,8658,446,447
627,627,5,10,5484,5737,771,France,114,38,8658,447,438
628,628,10,23,5737,5487,771,France,114,38,8658,438,436
629,629,23,15,5487,5480,771,France,114,38,8658,436,448
630,630,23,5,5487,5484,771,France,114,38,8658,436,447
631,631,5,23,5484,5487,771,France,114,38,8658,447,436
632,632,9,4,5469,5468,785,Croatia,115,39,8658,449,450
633,633,4,14,5468,5470,785,Croatia,115,39,8658,450,451
634,634,14,9,5470,5469,785,Croatia,115,39,8658,451,449
635,635,0,22,3444,5472,785,Croatia,115,39,8658,452,453
636,636,22,12,5472,5463,785,Croatia,115,39,8658,453,454
637,637,12,5,5463,5459,785,Croatia,115,39,8658,454,455
638,638,21,8,3009,20004,771,France,116,39,8658,456,457
639,639,12,22,5463,5472,785,Croatia,117,39,8658,454,453
640,640,15,21,5480,3009,771,France,118,40,8658,458,459
641,641,2,16,3471,5460,785,Croatia,119,40,8658,460,461
642,642,10,23,5737,5487,771,France,120,40,8658,462,463
643,643,4,2,5468,3471,785,Croatia,121,41,8658,464,465
644,644,2,9,3471,5469,785,Croatia,121,41,8658,465,466
645,645,9,16,5469,5460,785,Croatia,121,41,8658,466,467
646,646,16,20,5460,5474,785,Croatia,121,41,8658,467,468
647,647,4,14,5468,5470,785,Croatia,121,41,8658,464,469
648,648,14,9,5470,5469,785,Croatia,121,41,8658,469,466
649,649,11,21,2948,3009,771,France,122,41,8658,470,471
