,nullid,toid,nullpos,topos,period
0,1064,10349,21,21,1197
0,1065,10368,23,23,1199
0,1066,10378,0,0,1201
0,1067,10392,23,23,1203
0,1068,10415,15,15,1206
0,1069,10453,21,21,1210
0,1070,10404,14,14,1204
0,1071,10398,0,0,1204
0,1072,10399,22,22,1204
0,1073,10409,20,20,1205
0,1074,10411,12,12,1205
0,1075,10417,0,0,1206
0,1076,10447,22,22,1209
0,1077,10433,0,0,1208
0,1078,10484,23,23,1213
0,1079,10532,22,22,1219
0,1080,10513,0,0,1217
0,1081,10500,12,12,1215
0,1082,10642,0,0,1232
0,1083,10614,22,22,1229
0,1084,10561,20,20,1222
0,1085,10582,21,21,1225
0,1086,10598,21,21,1227
0,1087,10627,21,21,1231
0,1088,10653,22,22,1233
0,1089,10654,0,0,1234
0,1090,10674,14,14,1236
0,1091,10697,20,20,1239
0,1092,10677,22,22,1236
0,1093,10679,21,21,1237
0,1094,10688,0,0,1238
0,1095,10710,22,22,1240
0,1096,10732,0,0,1242
0,1097,10724,22,22,1242
0,1098,10773,22,22,1247
0,1099,10755,0,0,1245
0,1100,10798,23,23,1250
0,1101,10795,0,0,1250
0,1102,10790,22,22,1249
0,1103,10806,15,15,1251
0,1104,10809,20,20,1252
0,1105,10816,22,22,1252
0,1106,10827,23,23,1254
0,1107,10831,0,0,1254
0,1108,10840,3,3,1255
0,1109,10843,22,22,1255
0,1110,10856,0,0,1257
0,1111,10868,3,3,1258
0,1112,10867,4,4,1258
0,1113,10881,0,0,1260
0,1114,10885,3,3,1260
0,1115,10893,22,22,1261
0,1116,10909,2,2,1263
0,1117,10908,9,9,1263
0,1118,10914,3,3,1263
0,1119,10942,22,22,1266
0,1120,10984,22,22,1271
0,1121,10985,20,20,1271
0,1122,10991,15,15,1272
0,1123,10978,14,14,1271
0,1124,10994,0,0,1273
0,1125,11163,16,16,1292
0,1126,11278,22,22,1305
0,1127,11029,23,23,1276
0,1128,11066,17,17,1281
0,1129,11038,0,0,1277
0,1130,11055,19,19,1279
0,1131,11036,14,14,1277
0,1132,11050,3,3,1279
0,1133,11047,0,0,1279
0,1134,11080,0,0,1283
0,1135,11069,15,15,1281
0,1136,11077,18,18,1282
0,1137,11102,18,18,1285
0,1138,11113,0,0,1287
0,1139,11105,3,3,1286
0,1140,11133,23,23,1289
0,1141,11134,19,19,1289
0,1142,11135,0,0,1290
0,1143,11169,3,3,1293
0,1144,11171,0,0,1293
0,1145,11166,9,9,1293
0,1146,11206,0,0,1297
0,1147,11204,3,3,1297
0,1148,11213,15,15,1298
0,1149,11227,21,21,1299
0,1150,11241,0,0,1301
0,1151,11242,19,19,1301
0,1152,11254,9,9,1303
0,1153,11240,3,3,1301
0,1154,11247,14,14,1302
0,1155,11253,3,3,1303
0,1156,11260,0,0,1304
0,1157,11281,0,0,1306
0,1158,11483,9,9,1329
0,1159,11471,19,19,1328
0,1160,11482,3,3,1329
0,1161,11318,12,12,1310
0,1162,11374,22,22,1317
0,1163,11319,20,20,1310
0,1164,11350,18,18,1314
0,1165,11329,0,0,1312
0,1166,11340,16,16,1313
0,1167,11341,20,20,1313
0,1168,11360,0,0,1316
0,1169,11371,20,20,1317
0,1170,11375,18,18,1317
0,1171,11401,0,0,1320
0,1172,11424,22,22,1323
0,1173,11409,12,12,1321
0,1174,11398,16,16,1320
0,1175,11408,18,18,1321
0,1176,11419,0,0,1323
0,1177,11427,20,20,1323
0,1178,11426,18,18,1323
0,1179,11478,22,22,1328
0,1180,11903,18,18,1378
0,1181,11467,20,20,1327
0,1182,11469,0,0,1328
0,1183,11487,0,0,1330
0,1184,11492,19,19,1330
0,1185,11494,17,17,1330
0,1186,11495,20,20,1330
0,1187,11490,16,16,1330
0,1188,11496,22,22,1330
0,1189,11518,0,0,1333
0,1190,11533,17,17,1334
0,1191,11529,19,19,1334
0,1192,11540,16,16,1335
0,1193,11554,19,19,1337
0,1194,11568,20,20,1338
0,1195,11555,16,16,1337
0,1196,11552,17,17,1337
0,1197,11561,22,22,1337
0,1198,11603,0,0,1343
0,1199,11584,2,2,1340
0,1200,11581,1,1,1340
0,1201,11600,17,17,1342
0,1202,11597,19,19,1342
0,1203,11595,22,22,1342
0,1204,11601,16,16,1342
0,1205,11628,20,20,1345
0,1206,11619,22,22,1344
0,1207,11622,19,19,1345
0,1208,11616,17,17,1344
0,1209,11618,16,16,1344
0,1210,11633,7,7,1346
0,1211,11626,4,4,1345
0,1212,11630,3,3,1346
0,1213,11635,9,9,1346
0,1214,11632,0,0,1346
0,1215,11665,19,19,1350
0,1216,11680,22,22,1351
0,1217,11670,16,16,1350
0,1218,11673,20,20,1351
0,1219,11664,17,17,1350
0,1220,11648,23,23,1348
0,1221,11678,0,0,1351
0,1222,11725,23,23,1357
0,1223,11694,0,0,1353
0,1224,11713,2,2,1355
0,1225,11716,0,0,1356
0,1226,11726,20,20,1357
0,1227,11718,17,17,1356
0,1228,11732,16,16,1357
0,1229,11723,19,19,1356
0,1230,12068,24,24,1396
0,1231,11734,9,9,1358
0,1232,11740,3,3,1358
0,1233,11736,11,11,1358
0,1234,11738,15,15,1358
0,1235,11763,9,9,1361
0,1236,11756,17,17,1361
0,1237,11761,21,21,1361
0,1238,11755,3,3,1361
0,1239,11768,0,0,1362
0,1240,11778,23,23,1363
0,1241,11788,12,12,1365
0,1242,11799,15,15,1366
0,1243,11822,19,19,1369
0,1244,11796,11,11,1366
0,1245,11798,3,3,1366
0,1246,11801,9,9,1366
0,1247,11807,0,0,1367
0,1248,11826,9,9,1369
0,1249,11825,3,3,1369
0,1250,11827,0,0,1369
0,1251,11842,3,3,1371
0,1252,11844,9,9,1371
0,1253,11857,0,0,1372
0,1254,11846,4,4,1371
0,1255,11871,15,15,1374
0,1256,11873,3,3,1374
0,1257,11870,9,9,1374
0,1258,11889,11,11,1376
0,1259,11894,0,0,1377
0,1260,11886,9,9,1376
0,1261,11884,15,15,1376
0,1262,11892,3,3,1376
0,1263,11948,15,15,1383
0,1265,11940,0,0,1382
0,1266,11959,18,18,1384
0,1267,11967,0,0,1385
0,1268,11972,12,12,1386
0,1269,11971,18,18,1386
0,1270,11988,22,22,1387
0,1271,12019,0,0,1391
0,1272,12010,18,18,1390
0,1273,12017,22,22,1390
0,1274,12044,0,0,1394
0,1275,12063,20,20,1396
0,1276,12085,22,22,1399
0,1277,12638,23,23,1464
0,1278,12077,0,0,1398
0,1279,12082,20,20,1398
0,1280,12084,24,24,1398
0,1281,12090,16,16,1399
0,1282,12099,2,2,1400
0,1283,12101,0,0,1400
0,1284,12096,1,1,1400
0,1285,12092,20,20,1400
0,1286,12121,22,22,1403
0,1287,12141,16,16,1405
0,1288,12140,18,18,1405
0,1289,12135,0,0,1405
0,1290,12155,12,12,1407
0,1291,12158,16,16,1407
0,1292,12171,0,0,1409
0,1293,12178,22,22,1410
0,1294,12188,18,18,1411
0,1295,12207,0,0,1413
0,1296,12183,2,2,1411
0,1297,12206,15,15,1413
0,1298,13374,11,11,1551
0,1299,12224,12,12,1416
0,1300,12214,2,2,1415
0,1301,12238,0,0,1417
0,1302,12217,1,1,1415
0,1303,12281,0,0,1423
0,1304,12280,4,4,1422
0,1305,12306,0,0,1426
0,1306,12340,0,0,1429
0,1307,12336,18,18,1429
0,1308,12334,22,22,1429
0,1309,12381,0,0,1434
0,1310,12368,12,12,1433
0,1311,12412,0,0,1437
0,1312,12422,18,18,1439
0,1313,12437,22,22,1440
0,1314,12465,0,0,1444
0,1315,12472,20,20,1444
0,1316,12498,0,0,1448
0,1317,12507,22,22,1449
0,1318,12513,0,0,1450
0,1319,12558,8,8,1455
0,1320,12532,20,20,1452
0,1321,12536,22,22,1452
0,1322,12539,18,18,1453
0,1323,12543,14,14,1453
0,1324,12578,0,0,1458
0,1325,12624,10,10,1463
0,1326,12604,0,0,1461
0,1327,12630,0,0,1463
0,1328,12649,22,22,1465
0,1329,12653,8,8,1466
0,1330,12655,16,16,1466
0,1331,12662,14,14,1467
0,1332,12716,0,0,1474
0,1333,12695,22,22,1471
0,1334,12683,8,8,1470
0,1335,12682,16,16,1470
0,1336,12685,20,20,1470
0,1337,12702,9,9,1472
0,1338,12689,3,3,1471
0,1339,12715,16,16,1474
0,1340,12714,20,20,1474
0,1341,12723,22,22,1474
0,1342,12729,23,23,1475
0,1343,12756,20,20,1478
0,1344,12755,16,16,1478
0,1345,12759,0,0,1479
0,1346,12753,8,8,1478
0,1347,12768,22,22,1480
0,1348,12765,21,21,1479
0,1349,12767,10,10,1480
0,1350,12773,16,16,1480
0,1351,12772,20,20,1480
0,1352,12787,9,9,1482
0,1353,12811,0,0,1485
0,1354,12780,3,3,1481
0,1355,12865,22,22,1492
0,1356,12807,8,8,1485
0,1357,12812,16,16,1485
0,1358,12810,20,20,1485
0,1359,12825,12,12,1487
0,1360,12829,3,3,1488
0,1361,12844,0,0,1489
0,1362,12867,20,20,1492
0,1363,12870,16,16,1492
0,1364,12835,21,21,1489
0,1365,12875,21,21,1493
0,1366,12864,0,0,1492
0,1367,12883,0,0,1494
0,1368,12892,22,22,1494
0,1369,12886,20,20,1494
0,1370,12887,16,16,1494
0,1371,12953,16,16,1501
0,1372,12950,20,20,1501
0,1373,12951,22,22,1501
0,1374,12954,0,0,1501
0,1375,12947,2,2,1500
0,1376,12966,12,12,1503
0,1377,12960,14,14,1502
0,1378,12977,20,20,1504
0,1379,12989,22,22,1506
0,1380,12976,16,16,1504
0,1381,12979,0,0,1504
0,1382,12985,14,14,1505
0,1383,13000,8,8,1507
0,1384,12992,16,16,1506
0,1385,12991,20,20,1506
0,1386,13062,0,0,1514
0,1387,13137,14,14,1523
0,1389,13082,0,0,1516
0,1390,13162,0,0,1526
0,1391,13153,22,22,1525
0,1392,13154,18,18,1525
0,1393,13203,22,22,1530
0,1394,13198,18,18,1530
0,1395,13187,0,0,1529
0,1396,13193,12,12,1529
0,1397,13237,0,0,1534
0,1398,13222,20,20,1532
0,1399,13248,0,0,1536
0,1400,13264,0,0,1538
0,1401,13286,18,18,1540
0,1402,13275,8,8,1539
0,1403,13273,16,16,1539
0,1404,13279,0,0,1540
0,1405,13299,0,0,1542
0,1406,13351,0,0,1549
0,1407,13389,22,22,1553
0,1408,13359,18,18,1549
0,1409,13378,0,0,1552
0,1410,13410,0,0,1555
0,1411,13400,13,13,1554
0,1412,13409,16,16,1555
0,1413,13440,0,0,1559
0,1414,13470,0,0,1562
0,1415,13498,0,0,1565
0,1416,13519,20,20,1567
0,1417,13554,9,9,1571
0,1418,13525,0,0,1568
0,1419,13578,18,18,1574
0,1420,13556,0,0,1571
0,1421,13581,20,20,1574
0,1422,13570,9,9,1573
0,1423,13568,0,0,1573
0,1424,13592,22,22,1576
0,1425,13575,16,16,1574
0,1426,13602,0,0,1577
0,1427,13637,15,15,1581
0,1428,13613,9,9,1578
0,1429,13619,4,4,1579
0,1430,13616,5,5,1579
0,1431,13624,20,20,1579
0,1432,13625,0,0,1580
0,1433,13655,0,0,1583
0,1434,13673,16,16,1585
0,1435,13694,0,0,1587
0,1436,13686,15,15,1586
0,1437,13713,0,0,1590
0,1438,13729,0,0,1592
0,1439,13758,15,15,1595
0,1440,13750,20,20,1594
0,1441,13760,2,2,1595
0,1442,13782,9,9,1598
0,1443,13771,1,1,1596
0,1444,13791,0,0,1598
0,1445,13810,22,22,1601
0,1446,13807,0,0,1601
0,1447,13843,18,18,1605
0,1448,13838,0,0,1605
0,1449,13824,12,12,1603
0,1450,13823,22,22,1603
0,1451,13842,16,16,1605
0,1452,13834,14,14,1604
0,1453,13835,9,9,1604
0,1454,13844,22,22,1605
0,1455,13847,5,5,1606
0,1456,13855,15,15,1607
0,1457,13885,18,18,1610
0,1458,13861,22,22,1607
0,1459,13901,0,0,1613
0,1460,13867,2,2,1608
0,1461,13865,1,1,1608
0,1462,13874,15,15,1609
0,1463,13877,14,14,1609
0,1464,13869,9,9,1609
0,1465,13875,22,22,1609
0,1466,13907,16,16,1613
0,1467,13916,22,22,1614
0,1468,13911,9,9,1614
0,1469,13980,20,20,1622
0,1470,13956,0,0,1619
0,1471,13951,22,22,1618
0,1472,13966,9,9,1620
0,1473,13964,22,22,1620
0,1474,13967,1,1,1621
0,1475,14032,0,0,1629
0,1476,13986,9,9,1623
0,1477,13998,22,22,1624
0,1478,14124,23,23,1639
0,1479,14042,22,22,1629
0,1480,14069,20,20,1632
0,1481,14061,16,16,1632
0,1482,14060,22,22,1632
0,1483,14104,0,0,1637
0,1484,14123,16,16,1639
0,1485,14090,20,20,1635
0,1486,14091,22,22,1635
0,1487,14106,1,1,1637
0,1488,14121,20,20,1639
0,1489,14117,0,0,1639
