,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
445,445,0,4,3444,5468,785,Croatia,42,14,8658,212,209
446,446,4,1,5468,5461,785,Croatia,42,14,8658,209,203
447,447,1,22,5461,5472,785,Croatia,42,14,8658,203,204
448,448,12,2,5463,3471,785,Croatia,43,15,8658,213,214
449,449,2,9,3471,5469,785,Croatia,43,15,8658,214,215
450,450,9,14,5469,5470,785,Croatia,43,15,8658,215,216
451,451,14,16,5470,5460,785,Croatia,43,15,8658,216,217
452,452,16,5,5460,5459,785,Croatia,43,15,8658,217,218
453,453,1,14,5461,5470,785,Croatia,43,15,8658,219,216
454,454,4,20,5468,5474,785,Croatia,43,15,8658,220,221
455,455,20,4,5474,5468,785,Croatia,43,15,8658,221,220
456,456,4,14,5468,5470,785,Croatia,43,15,8658,220,216
457,457,4,5,5468,5459,785,Croatia,44,15,8658,220,218
458,458,5,4,5459,5468,785,Croatia,44,15,8658,218,220
459,459,4,2,5468,3471,785,Croatia,44,15,8658,220,214
460,460,2,1,3471,5461,785,Croatia,44,15,8658,214,219
461,461,1,2,5461,3471,785,Croatia,44,15,8658,219,214
462,462,2,9,3471,5469,785,Croatia,44,15,8658,214,215
463,463,9,20,5469,5474,785,Croatia,44,15,8658,215,221
464,464,20,14,5474,5470,785,Croatia,44,15,8658,221,216
465,465,2,14,3471,5470,785,Croatia,44,15,8658,214,216
466,466,14,4,5470,5468,785,Croatia,44,15,8658,216,220
467,467,4,1,5468,5461,785,Croatia,44,15,8658,220,219
468,468,1,5,5461,5459,785,Croatia,44,15,8658,219,218
469,469,1,12,5461,5463,785,Croatia,45,15,8658,219,213
470,470,12,9,5463,5469,785,Croatia,45,15,8658,213,215
471,471,9,1,5469,5461,785,Croatia,45,15,8658,215,219
472,472,1,9,5461,5469,785,Croatia,45,15,8658,219,215
473,473,9,12,5469,5463,785,Croatia,45,15,8658,215,213
474,474,12,16,5463,5460,785,Croatia,45,15,8658,213,217
475,475,16,1,5460,5461,785,Croatia,45,15,8658,217,219
476,476,1,14,5461,5470,785,Croatia,45,15,8658,219,216
477,477,14,20,5470,5474,785,Croatia,45,15,8658,216,221
478,478,0,4,3444,5468,785,Croatia,45,15,8658,222,220
479,479,4,9,5468,5469,785,Croatia,45,15,8658,220,215
480,480,9,14,5469,5470,785,Croatia,45,15,8658,215,216
481,481,14,9,5470,5469,785,Croatia,45,15,8658,216,215
482,482,9,12,5469,5463,785,Croatia,45,15,8658,215,213
483,483,5,1,5459,5461,785,Croatia,45,15,8658,218,219
484,484,1,2,5461,3471,785,Croatia,45,15,8658,219,214
485,485,2,4,3471,5468,785,Croatia,45,15,8658,214,220
486,486,4,16,5468,5460,785,Croatia,45,15,8658,220,217
487,487,16,4,5460,5468,785,Croatia,45,15,8658,217,220
488,488,16,14,5460,5470,785,Croatia,45,15,8658,217,216
489,489,9,14,5469,5470,785,Croatia,46,16,8658,223,224
490,490,14,5,5470,5459,785,Croatia,46,16,8658,224,225
491,491,1,2,5461,3471,785,Croatia,46,16,8658,226,227
492,492,2,9,3471,5469,785,Croatia,46,16,8658,227,223
493,493,9,12,5469,5463,785,Croatia,46,16,8658,223,228
494,494,12,1,5463,5461,785,Croatia,46,16,8658,228,226
495,495,1,22,5461,5472,785,Croatia,46,16,8658,226,229
496,496,4,5,5492,5484,771,France,47,16,8658,230,231
497,497,5,10,5484,5737,771,France,47,16,8658,231,232
498,498,10,23,5737,5487,771,France,47,16,8658,232,233
499,499,23,15,5487,5480,771,France,47,16,8658,233,234
500,500,23,5,5487,5484,771,France,47,16,8658,233,231
501,501,5,23,5484,5487,771,France,47,16,8658,231,233
502,502,9,4,5469,5468,785,Croatia,48,16,8658,223,235
503,503,4,14,5468,5470,785,Croatia,48,16,8658,235,224
504,504,14,9,5470,5469,785,Croatia,48,16,8658,224,223
505,505,0,22,3444,5472,785,Croatia,48,16,8658,236,229
506,506,22,12,5472,5463,785,Croatia,48,16,8658,229,228
507,507,12,5,5463,5459,785,Croatia,48,16,8658,228,225
508,508,4,2,5468,3471,785,Croatia,49,17,8658,237,238
509,509,2,9,3471,5469,785,Croatia,49,17,8658,238,239
510,510,9,16,5469,5460,785,Croatia,49,17,8658,239,240
511,511,16,20,5460,5474,785,Croatia,49,17,8658,240,241
512,512,4,14,5468,5470,785,Croatia,49,17,8658,237,242
513,513,14,9,5470,5469,785,Croatia,49,17,8658,242,239
