,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
4765,4765,5522,22,776,Denmark,311,3,Fw,7,FW
4766,4766,4763,1,776,Denmark,311,1,Def,1,RSB
4767,4767,5520,12,776,Denmark,311,2,Mid,5,CM
4768,4768,5536,16,776,Denmark,311,2,Mid,4,RSM
4769,4769,5534,2,776,Denmark,311,1,Def,2,CB
4770,4770,3027,4,776,Denmark,311,1,Def,2,CB
4771,4771,6305,15,785,Croatia,311,2,Mid,6,LSM
4772,4772,5463,10,785,Croatia,311,1,Def,6,LSM
4773,4773,5461,1,785,Croatia,311,1,Def,1,RSB
4774,4774,5456,11,785,Croatia,311,2,Mid,4,RSM
4775,4775,5461,1,785,Croatia,312,1,Def,1,RSB
4776,4776,5465,21,785,Croatia,312,3,Fw,7,FW
4777,4777,3471,2,785,Croatia,312,1,Def,2,CB
4778,4778,5468,4,785,Croatia,312,1,Def,2,CB
4779,4779,5470,8,785,Croatia,312,1,Def,4,RSM
4780,4780,6308,5,785,Croatia,312,1,Def,3,LSB
4781,4781,5463,10,785,Croatia,312,1,Def,6,LSM
4782,4782,3043,24,776,Denmark,312,3,Fw,7,FW
4783,4783,5522,22,776,Denmark,312,3,Fw,7,FW
4784,4784,4763,1,776,Denmark,312,1,Def,1,RSB
4785,4785,3815,0,776,Denmark,312,0,GK,0,GK
4786,4786,5534,2,776,Denmark,312,1,Def,2,CB
4787,4787,5536,16,776,Denmark,312,2,Mid,4,RSM
4788,4788,6355,5,776,Denmark,312,1,Def,3,LSB
4789,4789,5516,20,776,Denmark,312,2,Mid,6,LSM
4790,4790,5460,23,785,Croatia,312,3,Fw,7,FW
4791,4791,6305,15,785,Croatia,312,2,Mid,6,LSM
4792,4792,5456,11,785,Croatia,312,2,Mid,4,RSM
4793,4793,5468,4,785,Croatia,313,1,Def,2,CB
4794,4794,5470,8,785,Croatia,313,1,Def,4,RSM
4795,4795,3471,2,785,Croatia,313,1,Def,2,CB
4796,4796,5456,11,785,Croatia,313,2,Mid,4,RSM
4797,4797,5461,1,785,Croatia,313,1,Def,1,RSB
4798,4798,5463,10,785,Croatia,313,1,Def,6,LSM
4799,4799,6308,5,785,Croatia,313,1,Def,3,LSB
4800,4800,6305,15,785,Croatia,313,2,Mid,6,LSM
4801,4801,5460,23,785,Croatia,313,3,Fw,7,FW
4802,4802,3944,10,793,Iceland,313,1,Def,6,LSM
4803,4803,5501,5,793,Iceland,313,1,Def,3,LSB
4804,4804,5505,2,793,Iceland,313,1,Def,2,CB
4805,4805,5511,4,793,Iceland,313,1,Def,2,CB
4806,4806,5498,0,793,Iceland,313,0,GK,0,GK
4807,4807,5495,11,793,Iceland,313,2,Mid,4,RSM
4808,4808,5829,23,793,Iceland,313,3,Fw,7,FW
4809,4809,5515,8,793,Iceland,313,1,Def,4,RSM
4810,4810,5454,0,775,Nigeria,313,0,GK,0,GK
4811,4811,5462,15,775,Nigeria,313,2,Mid,6,LSM
4812,4812,5830,4,775,Nigeria,313,1,Def,2,CB
4813,4813,5455,3,775,Nigeria,313,1,Def,2,CB
4814,4814,5467,2,775,Nigeria,313,1,Def,2,CB
4815,4815,5475,13,775,Nigeria,313,2,Mid,5,CM
4816,4816,5466,14,775,Nigeria,313,2,Mid,5,CM
4817,4817,5473,21,775,Nigeria,313,3,Fw,7,FW
4818,4818,3708,23,775,Nigeria,313,3,Fw,7,FW
4819,4819,3963,11,775,Nigeria,313,2,Mid,4,RSM
4820,4820,5505,2,793,Iceland,314,1,Def,2,CB
4821,4821,5829,23,793,Iceland,314,3,Fw,7,FW
4822,4822,3944,10,793,Iceland,314,1,Def,6,LSM
4823,4823,5514,21,793,Iceland,314,3,Fw,7,FW
4824,4824,5511,4,793,Iceland,314,1,Def,2,CB
4825,4825,3963,11,775,Nigeria,314,2,Mid,4,RSM
4826,4826,3338,12,775,Nigeria,314,2,Mid,5,CM
4827,4827,5467,2,775,Nigeria,314,1,Def,2,CB
4828,4828,5473,21,775,Nigeria,314,3,Fw,7,FW
4829,4829,3708,23,775,Nigeria,314,3,Fw,7,FW
4830,4830,5830,4,775,Nigeria,314,1,Def,2,CB
4831,4831,5462,15,775,Nigeria,314,2,Mid,6,LSM
4832,4832,5475,13,775,Nigeria,314,2,Mid,5,CM
4833,4833,5454,0,775,Nigeria,314,0,GK,0,GK
4834,4834,5466,14,775,Nigeria,314,2,Mid,5,CM
4835,4835,5455,3,775,Nigeria,314,1,Def,2,CB
4836,4836,3338,12,775,Nigeria,315,2,Mid,5,CM
4837,4837,5475,13,775,Nigeria,315,2,Mid,5,CM
4838,4838,5466,14,775,Nigeria,315,2,Mid,5,CM
4839,4839,5462,15,775,Nigeria,315,2,Mid,6,LSM
4840,4840,5830,4,775,Nigeria,315,1,Def,2,CB
4841,4841,5467,2,775,Nigeria,315,1,Def,2,CB
4842,4842,3963,11,775,Nigeria,315,2,Mid,4,RSM
4843,4843,3708,23,775,Nigeria,315,3,Fw,7,FW
4844,4844,5473,21,775,Nigeria,315,3,Fw,7,FW
4845,4845,5515,8,793,Iceland,315,1,Def,4,RSM
4846,4846,5514,21,793,Iceland,315,3,Fw,7,FW
4847,4847,3944,10,793,Iceland,315,1,Def,6,LSM
4848,4848,5509,15,793,Iceland,315,2,Mid,6,LSM
4849,4849,5505,2,793,Iceland,315,1,Def,2,CB
4850,4850,5455,3,775,Nigeria,316,1,Def,2,CB
4851,4851,5454,0,775,Nigeria,316,0,GK,0,GK
4852,4852,5830,4,775,Nigeria,316,1,Def,2,CB
4853,4853,5475,13,775,Nigeria,316,2,Mid,5,CM
4854,4854,5466,14,775,Nigeria,316,2,Mid,5,CM
4855,4855,5473,21,775,Nigeria,316,3,Fw,7,FW
4856,4856,3338,12,775,Nigeria,316,2,Mid,5,CM
4857,4857,5467,2,775,Nigeria,316,1,Def,2,CB
4858,4858,3963,11,775,Nigeria,316,2,Mid,4,RSM
4859,4859,3708,23,775,Nigeria,316,3,Fw,7,FW
4860,4860,3944,10,793,Iceland,316,1,Def,6,LSM
4861,4861,5495,11,793,Iceland,316,2,Mid,4,RSM
4862,4862,5515,8,793,Iceland,316,1,Def,4,RSM
4863,4863,5505,2,793,Iceland,316,1,Def,2,CB
4864,4864,5509,15,793,Iceland,316,2,Mid,6,LSM
4865,4865,5514,21,793,Iceland,316,3,Fw,7,FW
4866,4866,3338,12,775,Nigeria,317,2,Mid,5,CM
4867,4867,5466,14,775,Nigeria,317,2,Mid,5,CM
4868,4868,5473,21,775,Nigeria,317,3,Fw,7,FW
4869,4869,5462,15,775,Nigeria,317,2,Mid,6,LSM
4870,4870,5830,4,775,Nigeria,317,1,Def,2,CB
4871,4871,5455,3,775,Nigeria,317,1,Def,2,CB
4872,4872,5467,2,775,Nigeria,317,1,Def,2,CB
4873,4873,3963,11,775,Nigeria,317,2,Mid,4,RSM
4874,4874,5454,0,775,Nigeria,317,0,GK,0,GK
4875,4875,3708,23,775,Nigeria,317,3,Fw,7,FW
4876,4876,5475,13,775,Nigeria,317,2,Mid,5,CM
4877,4877,5508,1,793,Iceland,317,1,Def,1,RSB
4878,4878,5829,23,793,Iceland,317,3,Fw,7,FW
4879,4879,5515,8,793,Iceland,317,1,Def,4,RSM
4880,4880,5514,21,793,Iceland,317,3,Fw,7,FW
4881,4881,5495,11,793,Iceland,317,2,Mid,4,RSM
4882,4882,5454,0,775,Nigeria,318,0,GK,0,GK
4883,4883,3708,23,775,Nigeria,318,3,Fw,7,FW
4884,4884,5455,3,775,Nigeria,318,1,Def,2,CB
4885,4885,5467,2,775,Nigeria,318,1,Def,2,CB
4886,4886,5830,4,775,Nigeria,318,1,Def,2,CB
4887,4887,5466,14,775,Nigeria,318,2,Mid,5,CM
4888,4888,5462,15,775,Nigeria,318,2,Mid,6,LSM
4889,4889,5475,13,775,Nigeria,318,2,Mid,5,CM
4890,4890,3338,12,775,Nigeria,318,2,Mid,5,CM
4891,4891,3963,11,775,Nigeria,318,2,Mid,4,RSM
4892,4892,5830,4,775,Nigeria,319,1,Def,2,CB
4893,4893,3338,12,775,Nigeria,319,2,Mid,5,CM
4894,4894,5462,15,775,Nigeria,319,2,Mid,6,LSM
4895,4895,5466,14,775,Nigeria,319,2,Mid,5,CM
4896,4896,5475,13,775,Nigeria,319,2,Mid,5,CM
4897,4897,5467,2,775,Nigeria,319,1,Def,2,CB
4898,4898,3963,11,775,Nigeria,319,2,Mid,4,RSM
4899,4899,5455,3,775,Nigeria,319,1,Def,2,CB
4900,4900,5473,21,775,Nigeria,319,3,Fw,7,FW
4901,4901,3708,23,775,Nigeria,319,3,Fw,7,FW
4902,4902,3944,10,793,Iceland,319,1,Def,6,LSM
4903,4903,5829,23,793,Iceland,319,3,Fw,7,FW
4904,4904,5515,8,793,Iceland,319,1,Def,4,RSM
4905,4905,5508,1,793,Iceland,319,1,Def,1,RSB
4906,4906,5505,2,793,Iceland,319,1,Def,2,CB
4907,4907,5501,5,793,Iceland,319,1,Def,3,LSB
4908,4908,5498,0,793,Iceland,319,0,GK,0,GK
4909,4909,5514,21,793,Iceland,319,3,Fw,7,FW
4910,4910,5462,15,775,Nigeria,320,2,Mid,6,LSM
4911,4911,3338,12,775,Nigeria,320,2,Mid,5,CM
4912,4912,5467,2,775,Nigeria,320,1,Def,2,CB
4913,4913,5455,3,775,Nigeria,320,1,Def,2,CB
4914,4914,5466,14,775,Nigeria,320,2,Mid,5,CM
4915,4915,3963,11,775,Nigeria,320,2,Mid,4,RSM
4916,4916,5473,21,775,Nigeria,320,3,Fw,7,FW
4917,4917,5475,13,775,Nigeria,320,2,Mid,5,CM
4918,4918,5830,4,775,Nigeria,320,1,Def,2,CB
4919,4919,3708,23,775,Nigeria,320,3,Fw,7,FW
4920,4920,5498,0,793,Iceland,321,0,GK,0,GK
4921,4921,5829,23,793,Iceland,321,3,Fw,7,FW
4922,4922,5514,21,793,Iceland,321,3,Fw,7,FW
4923,4923,5495,11,793,Iceland,321,2,Mid,4,RSM
4924,4924,3944,10,793,Iceland,321,1,Def,6,LSM
4925,4925,5509,15,793,Iceland,321,2,Mid,6,LSM
4926,4926,5508,1,793,Iceland,321,1,Def,1,RSB
4927,4927,5467,2,775,Nigeria,321,1,Def,2,CB
4928,4928,5475,13,775,Nigeria,321,2,Mid,5,CM
4929,4929,5466,14,775,Nigeria,321,2,Mid,5,CM
4930,4930,3963,11,775,Nigeria,321,2,Mid,4,RSM
4931,4931,3338,12,775,Nigeria,321,2,Mid,5,CM
4932,4932,5830,4,775,Nigeria,321,1,Def,2,CB
4933,4933,5832,15,775,Nigeria,321,2,Mid,6,LSM
4934,4934,5455,3,775,Nigeria,321,1,Def,2,CB
4935,4935,5501,5,793,Iceland,322,1,Def,3,LSB
4936,4936,5515,8,793,Iceland,322,1,Def,4,RSM
4937,4937,3944,10,793,Iceland,322,1,Def,6,LSM
4938,4938,5508,1,793,Iceland,322,1,Def,1,RSB
4939,4939,5505,2,793,Iceland,322,1,Def,2,CB
4940,4940,5495,11,793,Iceland,322,2,Mid,4,RSM
4941,4941,5829,23,793,Iceland,322,3,Fw,7,FW
4942,4942,5514,21,793,Iceland,322,3,Fw,7,FW
4943,4943,5509,15,793,Iceland,322,2,Mid,6,LSM
4944,4944,5466,14,775,Nigeria,322,2,Mid,5,CM
4945,4945,5467,2,775,Nigeria,322,1,Def,2,CB
4946,4946,3963,11,775,Nigeria,322,2,Mid,4,RSM
4947,4947,3708,23,775,Nigeria,322,3,Fw,7,FW
4948,4948,5455,3,775,Nigeria,322,1,Def,2,CB
4949,4949,5832,15,775,Nigeria,322,2,Mid,6,LSM
4950,4950,3338,12,775,Nigeria,322,2,Mid,5,CM
4951,4951,5475,13,775,Nigeria,322,2,Mid,5,CM
4952,4952,5830,4,775,Nigeria,322,1,Def,2,CB
4953,4953,5829,23,793,Iceland,323,3,Fw,7,FW
4954,4954,5501,5,793,Iceland,323,1,Def,3,LSB
4955,4955,5515,8,793,Iceland,323,1,Def,4,RSM
4956,4956,5508,1,793,Iceland,323,1,Def,1,RSB
4957,4957,5514,21,793,Iceland,323,3,Fw,7,FW
4958,4958,5509,15,793,Iceland,323,2,Mid,6,LSM
4959,4959,3944,10,793,Iceland,323,1,Def,6,LSM
4960,4960,5505,2,793,Iceland,323,1,Def,2,CB
4961,4961,5495,11,793,Iceland,323,2,Mid,4,RSM
4962,4962,5467,2,775,Nigeria,323,1,Def,2,CB
4963,4963,5832,15,775,Nigeria,323,2,Mid,6,LSM
4964,4964,3338,12,775,Nigeria,323,2,Mid,5,CM
4965,4965,5475,13,775,Nigeria,323,2,Mid,5,CM
4966,4966,5466,14,775,Nigeria,323,2,Mid,5,CM
4967,4967,5455,3,775,Nigeria,323,1,Def,2,CB
4968,4968,3708,23,775,Nigeria,323,3,Fw,7,FW
4969,4969,3963,11,775,Nigeria,323,2,Mid,4,RSM
4970,4970,5473,21,775,Nigeria,323,3,Fw,7,FW
4971,4971,5830,4,775,Nigeria,323,1,Def,2,CB
4972,4972,5508,1,793,Iceland,324,1,Def,1,RSB
4973,4973,5495,11,793,Iceland,324,2,Mid,4,RSM
4974,4974,5515,8,793,Iceland,324,1,Def,4,RSM
4975,4975,3944,10,793,Iceland,324,1,Def,6,LSM
4976,4976,5829,23,793,Iceland,324,3,Fw,7,FW
4977,4977,3963,11,775,Nigeria,324,2,Mid,4,RSM
4978,4978,5467,2,775,Nigeria,324,1,Def,2,CB
4979,4979,3338,12,775,Nigeria,324,2,Mid,5,CM
4980,4980,5475,13,775,Nigeria,324,2,Mid,5,CM
4981,4981,5832,15,775,Nigeria,324,2,Mid,6,LSM
4982,4982,5473,21,775,Nigeria,324,3,Fw,7,FW
4983,4983,5455,3,775,Nigeria,324,1,Def,2,CB
4984,4984,3708,23,775,Nigeria,324,3,Fw,7,FW
4985,4985,5831,4,793,Iceland,324,1,Def,2,CB
4986,4986,5501,5,793,Iceland,324,1,Def,3,LSB
4987,4987,5509,15,793,Iceland,324,2,Mid,6,LSM
4988,4988,5505,2,793,Iceland,324,1,Def,2,CB
4989,4989,5455,3,775,Nigeria,325,1,Def,2,CB
4990,4990,5475,13,775,Nigeria,325,2,Mid,5,CM
4991,4991,5467,2,775,Nigeria,325,1,Def,2,CB
4992,4992,3338,12,775,Nigeria,325,2,Mid,5,CM
4993,4993,5466,14,775,Nigeria,325,2,Mid,5,CM
4994,4994,5832,15,775,Nigeria,325,2,Mid,6,LSM
4995,4995,3708,23,775,Nigeria,325,3,Fw,7,FW
4996,4996,5498,0,793,Iceland,325,0,GK,0,GK
4997,4997,5495,11,793,Iceland,325,2,Mid,4,RSM
4998,4998,5508,1,793,Iceland,325,1,Def,1,RSB
4999,4999,5500,23,793,Iceland,325,3,Fw,7,FW
5000,5000,5501,5,793,Iceland,325,1,Def,3,LSB
5001,5001,5509,15,793,Iceland,325,2,Mid,6,LSM
5002,5002,5515,8,793,Iceland,325,1,Def,4,RSM
5003,5003,5505,2,793,Iceland,325,1,Def,2,CB
5004,5004,5831,4,793,Iceland,325,1,Def,2,CB
5005,5005,3963,11,775,Nigeria,325,2,Mid,4,RSM
5006,5006,5473,21,775,Nigeria,325,3,Fw,7,FW
5007,5007,5454,0,775,Nigeria,326,0,GK,0,GK
5008,5008,5466,14,775,Nigeria,326,2,Mid,5,CM
5009,5009,3338,12,775,Nigeria,326,2,Mid,5,CM
5010,5010,3708,23,775,Nigeria,326,3,Fw,7,FW
5011,5011,5475,13,775,Nigeria,326,2,Mid,5,CM
5012,5012,3963,11,775,Nigeria,326,2,Mid,4,RSM
5013,5013,5832,15,775,Nigeria,326,2,Mid,6,LSM
5014,5014,5473,21,775,Nigeria,326,3,Fw,7,FW
5015,5015,5467,2,775,Nigeria,326,1,Def,2,CB
5016,5016,5455,3,775,Nigeria,326,1,Def,2,CB
5017,5017,5830,4,775,Nigeria,326,1,Def,2,CB
5018,5018,5508,1,793,Iceland,326,1,Def,1,RSB
5019,5019,5515,8,793,Iceland,326,1,Def,4,RSM
5020,5020,3944,10,793,Iceland,326,1,Def,6,LSM
5021,5021,5495,11,793,Iceland,326,2,Mid,4,RSM
5022,5022,5514,21,793,Iceland,326,3,Fw,7,FW
5023,5023,5500,23,793,Iceland,326,3,Fw,7,FW
5024,5024,5831,4,793,Iceland,327,1,Def,2,CB
5025,5025,3944,10,793,Iceland,327,1,Def,6,LSM
5026,5026,5508,1,793,Iceland,327,1,Def,1,RSB
5027,5027,5495,11,793,Iceland,327,2,Mid,4,RSM
5028,5028,5514,21,793,Iceland,327,3,Fw,7,FW
5029,5029,5500,23,793,Iceland,327,3,Fw,7,FW
5030,5030,5498,0,793,Iceland,327,0,GK,0,GK
5031,5031,5515,8,793,Iceland,327,1,Def,4,RSM
5032,5032,5509,15,793,Iceland,327,2,Mid,6,LSM
5033,5033,5502,8,793,Iceland,327,1,Def,4,RSM
5034,5034,5505,2,793,Iceland,327,1,Def,2,CB
5035,5035,5455,3,775,Nigeria,327,1,Def,2,CB
5036,5036,5473,21,775,Nigeria,327,3,Fw,7,FW
5037,5037,5475,13,775,Nigeria,327,2,Mid,5,CM
5038,5038,5467,2,775,Nigeria,327,1,Def,2,CB
5039,5039,5466,14,775,Nigeria,327,2,Mid,5,CM
5040,5040,3338,12,775,Nigeria,327,2,Mid,5,CM
5041,5041,5830,4,775,Nigeria,328,1,Def,2,CB
5042,5042,5832,15,775,Nigeria,328,2,Mid,6,LSM
5043,5043,3338,12,775,Nigeria,328,2,Mid,5,CM
5044,5044,5475,13,775,Nigeria,328,2,Mid,5,CM
5045,5045,3963,11,775,Nigeria,328,2,Mid,4,RSM
5046,5046,5467,2,775,Nigeria,328,1,Def,2,CB
5047,5047,5466,14,775,Nigeria,328,2,Mid,5,CM
5048,5048,5455,3,775,Nigeria,328,1,Def,2,CB
5049,5049,5473,23,775,Nigeria,328,3,Fw,7,FW
5050,5050,3647,18,775,Nigeria,328,2,Mid,5,CM
5051,5051,3944,10,793,Iceland,328,1,Def,6,LSM
5052,5052,5500,23,793,Iceland,328,3,Fw,7,FW
5053,5053,5502,8,793,Iceland,328,1,Def,4,RSM
5054,5054,5505,2,793,Iceland,328,1,Def,2,CB
5055,5055,5509,15,793,Iceland,328,2,Mid,6,LSM
5056,5056,5514,21,793,Iceland,328,3,Fw,7,FW
5057,5057,5498,0,793,Iceland,328,0,GK,0,GK
5058,5058,5831,4,793,Iceland,328,1,Def,2,CB
5059,5059,5455,3,775,Nigeria,329,1,Def,2,CB
5060,5060,5458,21,775,Nigeria,329,3,Fw,7,FW
5061,5061,3963,11,775,Nigeria,329,2,Mid,4,RSM
5062,5062,5467,2,775,Nigeria,329,1,Def,2,CB
5063,5063,3338,13,775,Nigeria,329,2,Mid,5,CM
5064,5064,3647,18,775,Nigeria,329,2,Mid,5,CM
5065,5065,5473,23,775,Nigeria,329,3,Fw,7,FW
5066,5066,5832,15,775,Nigeria,329,2,Mid,6,LSM
5067,5067,5830,5,775,Nigeria,329,1,Def,3,LSB
5068,5068,5475,9,775,Nigeria,329,1,Def,5,CM
5069,5069,5831,4,793,Iceland,329,1,Def,2,CB
5070,5070,5500,23,793,Iceland,329,3,Fw,7,FW
5071,5071,5495,11,793,Iceland,329,2,Mid,4,RSM
5072,5072,3944,10,793,Iceland,329,1,Def,6,LSM
5073,5073,5502,15,793,Iceland,329,2,Mid,6,LSM
5074,5074,5509,8,793,Iceland,329,1,Def,4,RSM
5075,5075,5508,1,793,Iceland,329,1,Def,1,RSB
5076,5076,5514,21,793,Iceland,329,3,Fw,7,FW
5077,5077,5498,0,793,Iceland,329,0,GK,0,GK
5078,5078,5505,2,793,Iceland,329,1,Def,2,CB
5079,5079,5465,20,785,Croatia,330,2,Mid,6,LSM
5080,5080,5463,12,785,Croatia,330,2,Mid,5,CM
5081,5081,5470,14,785,Croatia,330,2,Mid,5,CM
5082,5082,5457,5,785,Croatia,330,1,Def,3,LSB
5083,5083,3471,2,785,Croatia,330,1,Def,2,CB
5084,5084,5468,4,785,Croatia,330,1,Def,2,CB
5085,5085,5461,1,785,Croatia,330,1,Def,1,RSB
5086,5086,5460,18,785,Croatia,330,2,Mid,5,CM
5087,5087,5472,22,785,Croatia,330,3,Fw,7,FW
5088,5088,5474,16,785,Croatia,330,2,Mid,4,RSM
5089,5089,5465,20,785,Croatia,331,2,Mid,6,LSM
5090,5090,5457,5,785,Croatia,331,1,Def,3,LSB
5091,5091,5460,18,785,Croatia,331,2,Mid,5,CM
5092,5092,5472,22,785,Croatia,331,3,Fw,7,FW
5093,5093,5470,14,785,Croatia,331,2,Mid,5,CM
5094,5094,3471,2,785,Croatia,331,1,Def,2,CB
5095,5095,3444,0,785,Croatia,331,0,GK,0,GK
5096,5096,5468,4,785,Croatia,331,1,Def,2,CB
5097,5097,5463,12,785,Croatia,331,2,Mid,5,CM
5098,5098,5461,1,785,Croatia,331,1,Def,1,RSB
5099,5099,5474,16,785,Croatia,331,2,Mid,4,RSM
5100,5100,5466,14,775,Nigeria,331,2,Mid,5,CM
5101,5101,5458,22,775,Nigeria,331,3,Fw,7,FW
5102,5102,5475,18,775,Nigeria,331,2,Mid,5,CM
5103,5103,3963,16,775,Nigeria,331,2,Mid,4,RSM
5104,5104,5471,1,775,Nigeria,331,1,Def,1,RSB
5105,5105,3338,12,775,Nigeria,331,2,Mid,5,CM
5106,5106,5455,2,775,Nigeria,331,1,Def,2,CB
5107,5107,3647,10,775,Nigeria,331,1,Def,6,LSM
5108,5108,5467,4,775,Nigeria,331,1,Def,2,CB
5109,5109,5462,5,775,Nigeria,331,1,Def,3,LSB
5110,5110,5470,14,785,Croatia,332,2,Mid,5,CM
5111,5111,5468,4,785,Croatia,332,1,Def,2,CB
5112,5112,3471,2,785,Croatia,332,1,Def,2,CB
5113,5113,5460,18,785,Croatia,332,2,Mid,5,CM
5114,5114,5463,12,785,Croatia,332,2,Mid,5,CM
5115,5115,5454,0,775,Nigeria,332,0,GK,0,GK
5116,5116,3338,12,775,Nigeria,332,2,Mid,5,CM
5117,5117,5458,22,775,Nigeria,332,3,Fw,7,FW
5118,5118,3647,10,775,Nigeria,332,1,Def,6,LSM
5119,5119,5462,5,775,Nigeria,332,1,Def,3,LSB
5120,5120,5466,14,775,Nigeria,332,2,Mid,5,CM
5121,5121,5467,4,775,Nigeria,332,1,Def,2,CB
5122,5122,5455,2,775,Nigeria,332,1,Def,2,CB
5123,5123,5475,18,775,Nigeria,332,2,Mid,5,CM
5124,5124,5457,5,785,Croatia,332,1,Def,3,LSB
5125,5125,5465,20,785,Croatia,332,2,Mid,6,LSM
5126,5126,5474,16,785,Croatia,332,2,Mid,4,RSM
5127,5127,5461,1,785,Croatia,332,1,Def,1,RSB
5128,5128,5466,14,775,Nigeria,333,2,Mid,5,CM
5129,5129,5475,18,775,Nigeria,333,2,Mid,5,CM
5130,5130,3338,12,775,Nigeria,333,2,Mid,5,CM
5131,5131,5455,2,775,Nigeria,333,1,Def,2,CB
5132,5132,5458,22,775,Nigeria,333,3,Fw,7,FW
5133,5133,3963,16,775,Nigeria,333,2,Mid,4,RSM
5134,5134,5454,0,775,Nigeria,333,0,GK,0,GK
5135,5135,5467,4,775,Nigeria,333,1,Def,2,CB
5136,5136,3647,10,775,Nigeria,333,1,Def,6,LSM
5137,5137,5462,5,775,Nigeria,333,1,Def,3,LSB
5138,5138,5471,1,775,Nigeria,333,1,Def,1,RSB
5139,5139,5460,18,785,Croatia,334,2,Mid,5,CM
5140,5140,5468,4,785,Croatia,334,1,Def,2,CB
5141,5141,3471,2,785,Croatia,334,1,Def,2,CB
5142,5142,5461,1,785,Croatia,334,1,Def,1,RSB
5143,5143,5465,20,785,Croatia,334,2,Mid,6,LSM
5144,5144,5472,22,785,Croatia,334,3,Fw,7,FW
5145,5145,5466,14,775,Nigeria,334,2,Mid,5,CM
5146,5146,5467,4,775,Nigeria,334,1,Def,2,CB
5147,5147,5455,2,775,Nigeria,334,1,Def,2,CB
5148,5148,3647,10,775,Nigeria,334,1,Def,6,LSM
5149,5149,3444,0,785,Croatia,334,0,GK,0,GK
5150,5150,5463,12,785,Croatia,334,2,Mid,5,CM
5151,5151,5474,16,785,Croatia,334,2,Mid,4,RSM
5152,5152,3963,16,775,Nigeria,335,2,Mid,4,RSM
5153,5153,5466,14,775,Nigeria,335,2,Mid,5,CM
5154,5154,3338,12,775,Nigeria,335,2,Mid,5,CM
5155,5155,5471,1,775,Nigeria,335,1,Def,1,RSB
5156,5156,5458,22,775,Nigeria,335,3,Fw,7,FW
5157,5157,5475,18,775,Nigeria,335,2,Mid,5,CM
5158,5158,5467,4,775,Nigeria,335,1,Def,2,CB
5159,5159,5462,5,775,Nigeria,335,1,Def,3,LSB
5160,5160,3647,10,775,Nigeria,335,1,Def,6,LSM
5161,5161,5457,5,785,Croatia,335,1,Def,3,LSB
5162,5162,3444,0,785,Croatia,335,0,GK,0,GK
5163,5163,5463,12,785,Croatia,335,2,Mid,5,CM
5164,5164,5472,22,785,Croatia,335,3,Fw,7,FW
5165,5165,5474,16,785,Croatia,335,2,Mid,4,RSM
5166,5166,5465,20,785,Croatia,335,2,Mid,6,LSM
5167,5167,5461,1,785,Croatia,335,1,Def,1,RSB
5168,5168,5468,4,785,Croatia,335,1,Def,2,CB
5169,5169,5470,14,785,Croatia,335,2,Mid,5,CM
5170,5170,5460,18,785,Croatia,335,2,Mid,5,CM
5171,5171,3963,16,775,Nigeria,336,2,Mid,4,RSM
5172,5172,5466,14,775,Nigeria,336,2,Mid,5,CM
5173,5173,5467,4,775,Nigeria,336,1,Def,2,CB
5174,5174,3338,12,775,Nigeria,336,2,Mid,5,CM
5175,5175,5455,2,775,Nigeria,336,1,Def,2,CB
5176,5176,5475,18,775,Nigeria,336,2,Mid,5,CM
5177,5177,5462,5,775,Nigeria,336,1,Def,3,LSB
5178,5178,5465,20,785,Croatia,336,2,Mid,6,LSM
5179,5179,5461,1,785,Croatia,336,1,Def,1,RSB
5180,5180,5470,14,785,Croatia,336,2,Mid,5,CM
5181,5181,5457,5,785,Croatia,336,1,Def,3,LSB
5182,5182,5468,4,785,Croatia,336,1,Def,2,CB
5183,5183,5463,12,785,Croatia,336,2,Mid,5,CM
5184,5184,3471,2,785,Croatia,336,1,Def,2,CB
5185,5185,5472,22,785,Croatia,336,3,Fw,7,FW
5186,5186,3444,0,785,Croatia,336,0,GK,0,GK
5187,5187,5460,18,785,Croatia,336,2,Mid,5,CM
5188,5188,5466,14,775,Nigeria,337,2,Mid,5,CM
5189,5189,3963,16,775,Nigeria,337,2,Mid,4,RSM
5190,5190,5455,2,775,Nigeria,337,1,Def,2,CB
5191,5191,5467,4,775,Nigeria,337,1,Def,2,CB
5192,5192,5462,5,775,Nigeria,337,1,Def,3,LSB
5193,5193,5468,4,785,Croatia,337,1,Def,2,CB
5194,5194,5470,14,785,Croatia,337,2,Mid,5,CM
5195,5195,3471,2,785,Croatia,337,1,Def,2,CB
5196,5196,3444,0,785,Croatia,337,0,GK,0,GK
5197,5197,5474,16,785,Croatia,337,2,Mid,4,RSM
5198,5198,5461,1,785,Croatia,337,1,Def,1,RSB
5199,5199,5463,12,785,Croatia,337,2,Mid,5,CM
5200,5200,5457,5,785,Croatia,337,1,Def,3,LSB
5201,5201,5472,22,785,Croatia,337,3,Fw,7,FW
5202,5202,5460,18,785,Croatia,337,2,Mid,5,CM
5203,5203,5457,5,785,Croatia,338,1,Def,3,LSB
5204,5204,5470,14,785,Croatia,338,2,Mid,5,CM
5205,5205,5474,16,785,Croatia,338,2,Mid,4,RSM
5206,5206,3471,2,785,Croatia,338,1,Def,2,CB
5207,5207,5461,1,785,Croatia,338,1,Def,1,RSB
5208,5208,3444,0,785,Croatia,338,0,GK,0,GK
