,gid,plaid,posid,teamid,teamname,period,newpos,newposname
3107,3107,5496,20,779,Argentina,361,2,Mid
3108,3108,5507,5,779,Argentina,361,1,Def
3109,3109,3602,4,779,Argentina,361,1,Def
3110,3110,5503,22,779,Argentina,361,3,Fw
3111,3111,5741,12,779,Argentina,361,2,Mid
3112,3112,3099,0,771,France,362,0,GK
3113,3113,5485,2,771,France,362,1,Def
3114,3114,5492,4,771,France,362,1,Def
3115,3115,5476,1,771,France,362,1,Def
3116,3116,3961,10,771,France,362,1,Def
3117,3117,4375,20,771,France,362,2,Mid
3118,3118,3009,16,771,France,362,2,Mid
3119,3119,5487,6,771,France,362,1,Def
3120,3120,20004,8,771,France,362,1,Def
3121,3121,5503,22,779,Argentina,363,3,Fw
3122,3122,5506,9,779,Argentina,363,1,Def
3123,3123,5742,1,779,Argentina,363,1,Def
3124,3124,6349,4,779,Argentina,363,1,Def
3125,3125,3090,2,779,Argentina,363,1,Def
3126,3126,5496,20,779,Argentina,363,2,Mid
3127,3127,5504,14,779,Argentina,363,2,Mid
3128,3128,5741,12,779,Argentina,363,2,Mid
3129,3129,5507,5,779,Argentina,363,1,Def
3130,3130,2995,16,779,Argentina,363,2,Mid
3131,3131,3961,10,771,France,364,1,Def
3132,3132,5485,2,771,France,364,1,Def
3133,3133,5476,1,771,France,364,1,Def
3134,3134,4375,20,771,France,364,2,Mid
3135,3135,5492,4,771,France,364,1,Def
3136,3136,5487,6,771,France,364,1,Def
3137,3137,5484,5,771,France,364,1,Def
3138,3138,3009,16,771,France,364,2,Mid
3139,3139,20004,8,771,France,364,1,Def
3140,3140,3099,0,771,France,365,0,GK
3141,3141,5485,2,771,France,365,1,Def
3142,3142,3961,10,771,France,365,1,Def
3143,3143,5476,1,771,France,365,1,Def
3144,3144,3604,22,771,France,365,3,Fw
3145,3145,5492,4,771,France,365,1,Def
3146,3146,4375,20,771,France,365,2,Mid
3147,3147,5484,5,771,France,365,1,Def
3148,3148,5506,9,779,Argentina,366,1,Def
3149,3149,3090,2,779,Argentina,366,1,Def
3150,3150,5504,14,779,Argentina,366,2,Mid
3151,3151,5741,12,779,Argentina,366,2,Mid
3152,3152,5742,1,779,Argentina,366,1,Def
3153,3153,6349,4,779,Argentina,366,1,Def
3154,3154,5507,5,779,Argentina,366,1,Def
3155,3155,2995,16,779,Argentina,366,2,Mid
3156,3156,5503,22,779,Argentina,366,3,Fw
3157,3157,6312,0,779,Argentina,367,0,GK
3158,3158,3090,2,779,Argentina,367,1,Def
3159,3159,5742,1,779,Argentina,367,1,Def
3160,3160,6349,4,779,Argentina,367,1,Def
3161,3161,5507,5,779,Argentina,367,1,Def
3162,3162,5504,14,779,Argentina,367,2,Mid
3163,3163,5503,22,779,Argentina,367,3,Fw
3164,3164,5496,20,779,Argentina,367,2,Mid
3165,3165,6349,4,779,Argentina,368,1,Def
3166,3166,3090,2,779,Argentina,368,1,Def
3167,3167,5741,12,779,Argentina,368,2,Mid
3168,3168,5503,22,779,Argentina,368,3,Fw
3169,3169,5506,9,779,Argentina,368,1,Def
3170,3170,5742,1,779,Argentina,368,1,Def
3171,3171,5507,5,779,Argentina,368,1,Def
3172,3172,5504,14,779,Argentina,368,2,Mid
3173,3173,6312,0,779,Argentina,368,0,GK
3174,3174,5496,20,779,Argentina,368,2,Mid
3175,3175,20004,8,771,France,369,1,Def
3176,3176,4375,20,771,France,369,2,Mid
3177,3177,3009,16,771,France,369,2,Mid
3178,3178,5487,6,771,France,369,1,Def
3179,3179,5492,4,771,France,369,1,Def
3180,3180,3961,10,771,France,369,1,Def
3181,3181,5484,5,771,France,369,1,Def
3182,3182,3099,0,771,France,369,0,GK
3183,3183,3604,22,771,France,369,3,Fw
3184,3184,5742,1,779,Argentina,370,1,Def
3185,3185,5506,12,779,Argentina,370,2,Mid
3186,3186,3090,4,779,Argentina,370,1,Def
3187,3187,5504,14,779,Argentina,370,2,Mid
3188,3188,6349,2,779,Argentina,370,1,Def
3189,3189,5499,16,779,Argentina,370,2,Mid
3190,3190,2995,20,779,Argentina,370,2,Mid
3191,3191,3237,22,779,Argentina,370,3,Fw
3192,3192,3009,16,771,France,371,2,Mid
3193,3193,5487,6,771,France,371,1,Def
3194,3194,5476,1,771,France,371,1,Def
3195,3195,3099,0,771,France,371,0,GK
3196,3196,20004,8,771,France,371,1,Def
3197,3197,3604,22,771,France,371,3,Fw
3198,3198,5480,20,771,France,371,2,Mid
3199,3199,3961,10,771,France,371,1,Def
3200,3200,5484,5,771,France,371,1,Def
3201,3201,5492,4,771,France,371,1,Def
3202,3202,6349,2,779,Argentina,372,1,Def
3203,3203,5506,12,779,Argentina,372,2,Mid
3204,3204,5742,1,779,Argentina,372,1,Def
3205,3205,5504,14,779,Argentina,372,2,Mid
3206,3206,3237,22,779,Argentina,372,3,Fw
3207,3207,5499,16,779,Argentina,372,2,Mid
3208,3208,5503,24,779,Argentina,372,3,Fw
3209,3209,4320,20,781,Brazil,373,2,Mid
3210,3210,3054,13,781,Brazil,373,2,Mid
3211,3211,3501,15,781,Brazil,373,2,Mid
3212,3212,5552,5,781,Brazil,373,1,Def
3213,3213,5551,4,781,Brazil,373,1,Def
3214,3214,3295,2,781,Brazil,373,1,Def
3215,3215,5838,1,781,Brazil,373,1,Def
3216,3216,4320,20,781,Brazil,374,2,Mid
3217,3217,5552,5,781,Brazil,374,1,Def
3218,3218,5542,11,781,Brazil,374,2,Mid
3219,3219,5551,4,781,Brazil,374,1,Def
3220,3220,3295,2,781,Brazil,374,1,Def
3221,3221,3054,13,781,Brazil,374,2,Mid
3222,3222,3501,15,781,Brazil,374,2,Mid
3223,3223,3472,16,781,Brazil,375,2,Mid
3224,3224,3295,2,781,Brazil,375,1,Def
3225,3225,5551,4,781,Brazil,375,1,Def
3226,3226,4320,20,781,Brazil,375,2,Mid
3227,3227,3501,15,781,Brazil,375,2,Mid
3228,3228,5838,1,781,Brazil,375,1,Def
3229,3229,5552,5,781,Brazil,375,1,Def
3230,3230,3202,22,781,Brazil,375,3,Fw
3231,3231,5542,11,781,Brazil,375,2,Mid
3232,3232,3621,20,782,Belgium,376,2,Mid
3233,3233,5642,13,782,Belgium,376,2,Mid
3234,3234,3077,5,782,Belgium,376,1,Def
3235,3235,3101,4,782,Belgium,376,1,Def
3236,3236,20005,2,782,Belgium,376,1,Def
3237,3237,4831,14,782,Belgium,376,2,Mid
3238,3238,3089,24,782,Belgium,376,3,Fw
3239,3239,3296,12,782,Belgium,376,2,Mid
3240,3240,3289,16,782,Belgium,376,2,Mid
3241,3241,3054,13,781,Brazil,377,2,Mid
3242,3242,5542,11,781,Brazil,377,2,Mid
3243,3243,3501,15,781,Brazil,377,2,Mid
3244,3244,5838,1,781,Brazil,377,1,Def
3245,3245,3295,2,781,Brazil,377,1,Def
3246,3246,4320,20,781,Brazil,377,2,Mid
3247,3247,3472,16,781,Brazil,377,2,Mid
3248,3248,3202,22,781,Brazil,377,3,Fw
3249,3249,5552,5,781,Brazil,377,1,Def
3250,3250,5552,5,781,Brazil,378,1,Def
3251,3251,4320,20,781,Brazil,378,2,Mid
3252,3252,3501,15,781,Brazil,378,2,Mid
3253,3253,3054,13,781,Brazil,378,2,Mid
3254,3254,3472,16,781,Brazil,378,2,Mid
3255,3255,5542,11,781,Brazil,378,2,Mid
3256,3256,3295,2,781,Brazil,378,1,Def
3257,3257,3202,22,781,Brazil,378,3,Fw
3258,3258,5551,4,781,Brazil,378,1,Def
3259,3259,5838,1,781,Brazil,378,1,Def
3260,3260,3089,24,782,Belgium,379,3,Fw
3261,3261,3289,16,782,Belgium,379,2,Mid
3262,3262,4831,14,782,Belgium,379,2,Mid
3263,3263,3509,0,782,Belgium,379,0,GK
3264,3264,3101,4,782,Belgium,379,1,Def
3265,3265,20005,2,782,Belgium,379,1,Def
3266,3266,5642,13,782,Belgium,379,2,Mid
3267,3267,3296,12,782,Belgium,379,2,Mid
3268,3268,3176,1,782,Belgium,379,1,Def
3269,3269,5551,4,781,Brazil,380,1,Def
3270,3270,5552,5,781,Brazil,380,1,Def
3271,3271,3501,15,781,Brazil,380,2,Mid
3272,3272,3054,13,781,Brazil,380,2,Mid
3273,3273,5542,11,781,Brazil,380,2,Mid
3274,3274,5838,1,781,Brazil,380,1,Def
3275,3275,3295,2,781,Brazil,380,1,Def
3276,3276,4320,20,781,Brazil,380,2,Mid
3277,3277,5552,5,781,Brazil,381,1,Def
3278,3278,3501,15,781,Brazil,381,2,Mid
3279,3279,3202,22,781,Brazil,381,3,Fw
3280,3280,4320,20,781,Brazil,381,2,Mid
3281,3281,3054,13,781,Brazil,381,2,Mid
3282,3282,5542,11,781,Brazil,381,2,Mid
3283,3283,5838,1,781,Brazil,381,1,Def
3284,3284,3472,16,781,Brazil,381,2,Mid
3285,3285,5551,4,781,Brazil,381,1,Def
3286,3286,3472,16,781,Brazil,382,2,Mid
3287,3287,5542,11,781,Brazil,382,2,Mid
3288,3288,5551,4,781,Brazil,382,1,Def
3289,3289,3054,13,781,Brazil,382,2,Mid
3290,3290,5838,1,781,Brazil,382,1,Def
3291,3291,3501,15,781,Brazil,382,2,Mid
3292,3292,5552,5,781,Brazil,382,1,Def
3293,3293,3295,2,781,Brazil,382,1,Def
3294,3294,3089,24,782,Belgium,383,3,Fw
3295,3295,3621,20,782,Belgium,383,2,Mid
3296,3296,4831,14,782,Belgium,383,2,Mid
3297,3297,3077,5,782,Belgium,383,1,Def
3298,3298,3101,4,782,Belgium,383,1,Def
3299,3299,5642,13,782,Belgium,383,2,Mid
3300,3300,20005,2,782,Belgium,383,1,Def
3301,3301,3296,12,782,Belgium,383,2,Mid
3302,3302,3054,13,781,Brazil,384,2,Mid
3303,3303,5552,5,781,Brazil,384,1,Def
3304,3304,3501,15,781,Brazil,384,2,Mid
3305,3305,5542,11,781,Brazil,384,2,Mid
3306,3306,5838,1,781,Brazil,384,1,Def
3307,3307,3472,16,781,Brazil,384,2,Mid
3308,3308,4320,20,781,Brazil,384,2,Mid
3309,3309,5551,4,781,Brazil,384,1,Def
3310,3310,3295,2,781,Brazil,384,1,Def
3311,3311,3621,20,782,Belgium,385,2,Mid
3312,3312,3089,24,782,Belgium,385,3,Fw
3313,3313,3289,16,782,Belgium,385,2,Mid
3314,3314,3176,1,782,Belgium,385,1,Def
3315,3315,3296,12,782,Belgium,385,2,Mid
3316,3316,5642,13,782,Belgium,385,2,Mid
3317,3317,4831,14,782,Belgium,385,2,Mid
3318,3318,3077,5,782,Belgium,385,1,Def
3319,3319,3101,4,782,Belgium,385,1,Def
3320,3320,20005,2,782,Belgium,385,1,Def
3321,3321,3509,0,782,Belgium,385,0,GK
3322,3322,3296,12,782,Belgium,386,2,Mid
3323,3323,3289,16,782,Belgium,386,2,Mid
3324,3324,3089,24,782,Belgium,386,3,Fw
3325,3325,3621,20,782,Belgium,386,2,Mid
3326,3326,5642,13,782,Belgium,386,2,Mid
3327,3327,20005,2,782,Belgium,386,1,Def
3328,3328,3509,0,782,Belgium,386,0,GK
3329,3329,3176,1,782,Belgium,386,1,Def
3330,3330,3101,4,782,Belgium,386,1,Def
3331,3331,3077,5,782,Belgium,386,1,Def
3332,3332,4831,14,782,Belgium,386,2,Mid
3333,3333,5542,11,781,Brazil,387,2,Mid
3334,3334,5838,1,781,Brazil,387,1,Def
3335,3335,3295,2,781,Brazil,387,1,Def
3336,3336,5551,4,781,Brazil,387,1,Def
3337,3337,3501,15,781,Brazil,387,2,Mid
3338,3338,4320,20,781,Brazil,387,2,Mid
3339,3339,5552,5,781,Brazil,387,1,Def
3340,3340,3472,16,781,Brazil,387,2,Mid
3341,3341,5552,5,781,Brazil,388,1,Def
3342,3342,3501,15,781,Brazil,388,2,Mid
3343,3343,3295,2,781,Brazil,388,1,Def
3344,3344,3472,16,781,Brazil,388,2,Mid
3345,3345,3054,13,781,Brazil,388,2,Mid
3346,3346,4320,20,781,Brazil,388,2,Mid
3347,3347,5551,4,781,Brazil,388,1,Def
3348,3348,5542,11,781,Brazil,388,2,Mid
3349,3349,3176,1,782,Belgium,389,1,Def
3350,3350,20005,2,782,Belgium,389,1,Def
3351,3351,3077,5,782,Belgium,389,1,Def
3352,3352,5642,13,782,Belgium,389,2,Mid
3353,3353,3101,4,782,Belgium,389,1,Def
3354,3354,3296,12,782,Belgium,389,2,Mid
3355,3355,3509,0,782,Belgium,389,0,GK
3356,3356,3621,20,782,Belgium,389,2,Mid
3357,3357,3089,24,782,Belgium,390,3,Fw
3358,3358,5642,13,782,Belgium,390,2,Mid
3359,3359,3077,5,782,Belgium,390,1,Def
3360,3360,3101,4,782,Belgium,390,1,Def
3361,3361,3296,12,782,Belgium,390,2,Mid
3362,3362,4831,14,782,Belgium,390,2,Mid
3363,3363,3621,20,782,Belgium,390,2,Mid
3364,3364,3176,1,782,Belgium,390,1,Def
3365,3365,3054,13,781,Brazil,391,2,Mid
3366,3366,3295,2,781,Brazil,391,1,Def
3367,3367,5547,0,781,Brazil,391,0,GK
3368,3368,5552,5,781,Brazil,391,1,Def
3369,3369,5551,4,781,Brazil,391,1,Def
3370,3370,4320,20,781,Brazil,391,2,Mid
3371,3371,3535,22,781,Brazil,391,3,Fw
3372,3372,3202,16,781,Brazil,391,2,Mid
3373,3373,5547,0,781,Brazil,392,0,GK
3374,3374,5551,4,781,Brazil,392,1,Def
3375,3375,5552,5,781,Brazil,392,1,Def
3376,3376,3501,15,781,Brazil,392,2,Mid
3377,3377,3202,16,781,Brazil,392,2,Mid
3378,3378,4320,20,781,Brazil,392,2,Mid
3379,3379,3054,13,781,Brazil,392,2,Mid
3380,3380,5838,1,781,Brazil,393,1,Def
3381,3381,3054,13,781,Brazil,393,2,Mid
3382,3382,3202,16,781,Brazil,393,2,Mid
3383,3383,3501,15,781,Brazil,393,2,Mid
3384,3384,4320,20,781,Brazil,393,2,Mid
3385,3385,5551,4,781,Brazil,393,1,Def
3386,3386,5542,11,781,Brazil,393,2,Mid
3387,3387,3295,2,781,Brazil,394,1,Def
3388,3388,5547,0,781,Brazil,394,0,GK
3389,3389,3501,15,781,Brazil,394,2,Mid
3390,3390,5551,4,781,Brazil,394,1,Def
3391,3391,5553,11,781,Brazil,394,2,Mid
3392,3392,5838,1,781,Brazil,394,1,Def
3393,3393,3054,13,781,Brazil,394,2,Mid
3394,3394,4320,20,781,Brazil,394,2,Mid
3395,3395,5552,5,781,Brazil,394,1,Def
3396,3396,3535,22,781,Brazil,394,3,Fw
3397,3397,5837,16,781,Brazil,394,2,Mid
3398,3398,3295,2,781,Brazil,395,1,Def
3399,3399,4320,20,781,Brazil,395,2,Mid
3400,3400,3535,22,781,Brazil,395,3,Fw
3401,3401,3054,13,781,Brazil,395,2,Mid
3402,3402,3501,15,781,Brazil,395,2,Mid
3403,3403,5553,11,781,Brazil,395,2,Mid
3404,3404,5838,1,781,Brazil,395,1,Def
3405,3405,5547,0,781,Brazil,395,0,GK
3406,3406,5837,16,781,Brazil,395,2,Mid
3407,3407,5552,5,781,Brazil,395,1,Def
3408,3408,3054,13,781,Brazil,396,2,Mid
3409,3409,5551,4,781,Brazil,396,1,Def
3410,3410,3295,2,781,Brazil,396,1,Def
3411,3411,3501,15,781,Brazil,396,2,Mid
3412,3412,3535,22,781,Brazil,396,3,Fw
3413,3413,5838,1,781,Brazil,396,1,Def
3414,3414,5837,16,781,Brazil,396,2,Mid
3415,3415,5552,5,781,Brazil,396,1,Def
3416,3416,4320,20,781,Brazil,396,2,Mid
3417,3417,3471,2,785,Croatia,397,1,Def
3418,3418,5469,9,785,Croatia,397,1,Def
3419,3419,5463,12,785,Croatia,397,2,Mid
3420,3420,5468,4,785,Croatia,397,1,Def
3421,3421,5457,5,785,Croatia,397,1,Def
3422,3422,5470,14,785,Croatia,397,2,Mid
3423,3423,5472,22,785,Croatia,397,3,Fw
3424,3424,5461,1,785,Croatia,397,1,Def
3425,3425,5468,4,785,Croatia,398,1,Def
3426,3426,5469,9,785,Croatia,398,1,Def
3427,3427,5470,14,785,Croatia,398,2,Mid
3428,3428,5463,12,785,Croatia,398,2,Mid
3429,3429,3471,2,785,Croatia,398,1,Def
3430,3430,5461,1,785,Croatia,398,1,Def
3431,3431,5472,22,785,Croatia,398,3,Fw
3432,3432,5457,5,785,Croatia,398,1,Def
3433,3433,5465,11,785,Croatia,398,2,Mid
3434,3434,5470,14,785,Croatia,399,2,Mid
3435,3435,5457,5,785,Croatia,399,1,Def
3436,3436,5472,22,785,Croatia,399,3,Fw
3437,3437,5469,9,785,Croatia,399,1,Def
3438,3438,5463,12,785,Croatia,399,2,Mid
3439,3439,3471,2,785,Croatia,399,1,Def
3440,3440,5461,1,785,Croatia,399,1,Def
3441,3441,5474,15,785,Croatia,399,2,Mid
3442,3442,5463,12,785,Croatia,400,2,Mid
3443,3443,3471,2,785,Croatia,400,1,Def
3444,3444,3444,0,785,Croatia,400,0,GK
3445,3445,5468,4,785,Croatia,400,1,Def
3446,3446,5470,14,785,Croatia,400,2,Mid
3447,3447,5469,9,785,Croatia,400,1,Def
3448,3448,5457,5,785,Croatia,400,1,Def
3449,3449,5465,11,785,Croatia,400,2,Mid
3450,3450,5461,1,785,Croatia,400,1,Def
3451,3451,5472,22,785,Croatia,400,3,Fw
3452,3452,3444,0,785,Croatia,401,0,GK
3453,3453,5468,4,785,Croatia,401,1,Def
3454,3454,5469,9,785,Croatia,401,1,Def
3455,3455,5470,14,785,Croatia,401,2,Mid
3456,3456,5457,5,785,Croatia,401,1,Def
3457,3457,5463,12,785,Croatia,401,2,Mid
3458,3458,3815,0,776,Denmark,402,0,GK
3459,3459,5534,2,776,Denmark,402,1,Def
3460,3460,3959,12,776,Denmark,402,2,Mid
3461,3461,3027,4,776,Denmark,402,1,Def
3462,3462,4763,1,776,Denmark,402,1,Def
3463,3463,5536,16,776,Denmark,402,2,Mid
3464,3464,3043,24,776,Denmark,402,3,Fw
3465,3465,4447,20,776,Denmark,402,2,Mid
3466,3466,5732,22,776,Denmark,402,3,Fw
3467,3467,6355,5,776,Denmark,402,1,Def
3468,3468,5527,14,776,Denmark,402,2,Mid
3469,3469,5461,1,785,Croatia,403,1,Def
3470,3470,5472,22,785,Croatia,403,3,Fw
3471,3471,5463,12,785,Croatia,403,2,Mid
3472,3472,5474,15,785,Croatia,403,2,Mid
3473,3473,5457,5,785,Croatia,403,1,Def
3474,3474,5470,14,785,Croatia,403,2,Mid
3475,3475,3471,2,785,Croatia,403,1,Def
3476,3476,3444,0,785,Croatia,403,0,GK
3477,3477,5469,9,785,Croatia,403,1,Def
3478,3478,5468,4,785,Croatia,403,1,Def
3479,3479,3815,0,776,Denmark,404,0,GK
3480,3480,5534,2,776,Denmark,404,1,Def
3481,3481,5527,14,776,Denmark,404,2,Mid
3482,3482,3043,24,776,Denmark,404,3,Fw
3483,3483,3959,12,776,Denmark,404,2,Mid
3484,3484,4763,1,776,Denmark,404,1,Def
3485,3485,4447,20,776,Denmark,404,2,Mid
3486,3486,5732,22,776,Denmark,404,3,Fw
3487,3487,3444,0,785,Croatia,405,0,GK
3488,3488,5468,4,785,Croatia,405,1,Def
3489,3489,5457,5,785,Croatia,405,1,Def
3490,3490,5463,12,785,Croatia,405,2,Mid
3491,3491,5469,9,785,Croatia,405,1,Def
3492,3492,5470,14,785,Croatia,405,2,Mid
3493,3493,5465,11,785,Croatia,405,2,Mid
3494,3494,5474,15,785,Croatia,405,2,Mid
3495,3495,5472,22,785,Croatia,405,3,Fw
3496,3496,3471,2,785,Croatia,405,1,Def
3497,3497,5461,1,785,Croatia,406,1,Def
3498,3498,3471,2,785,Croatia,406,1,Def
3499,3499,5469,9,785,Croatia,406,1,Def
3500,3500,5472,22,785,Croatia,406,3,Fw
3501,3501,5474,15,785,Croatia,406,2,Mid
3502,3502,5463,12,785,Croatia,406,2,Mid
3503,3503,5470,14,785,Croatia,406,2,Mid
3504,3504,5468,4,785,Croatia,406,1,Def
3505,3505,5457,5,785,Croatia,406,1,Def
3506,3506,5465,11,785,Croatia,406,2,Mid
3507,3507,4447,20,776,Denmark,407,2,Mid
3508,3508,5527,14,776,Denmark,407,2,Mid
3509,3509,3043,24,776,Denmark,407,3,Fw
3510,3510,3027,4,776,Denmark,407,1,Def
3511,3511,6355,5,776,Denmark,407,1,Def
3512,3512,5534,2,776,Denmark,407,1,Def
3513,3513,3815,0,776,Denmark,407,0,GK
3514,3514,5536,16,776,Denmark,407,2,Mid
3515,3515,5527,14,776,Denmark,408,2,Mid
3516,3516,5732,22,776,Denmark,408,3,Fw
3517,3517,4447,20,776,Denmark,408,2,Mid
3518,3518,3959,12,776,Denmark,408,2,Mid
3519,3519,6355,5,776,Denmark,408,1,Def
3520,3520,3027,4,776,Denmark,408,1,Def
3521,3521,4763,1,776,Denmark,408,1,Def
3522,3522,5534,2,776,Denmark,408,1,Def
3523,3523,5461,1,785,Croatia,409,1,Def
3524,3524,3471,2,785,Croatia,409,1,Def
3525,3525,5468,4,785,Croatia,409,1,Def
3526,3526,5469,9,785,Croatia,409,1,Def
3527,3527,5457,5,785,Croatia,409,1,Def
3528,3528,5463,12,785,Croatia,409,2,Mid
3529,3529,5470,14,785,Croatia,409,2,Mid
3530,3530,4763,1,776,Denmark,410,1,Def
3531,3531,4447,20,776,Denmark,410,2,Mid
3532,3532,5732,22,776,Denmark,410,3,Fw
3533,3533,3027,4,776,Denmark,410,1,Def
3534,3534,5527,14,776,Denmark,410,2,Mid
3535,3535,5520,12,776,Denmark,410,2,Mid
3536,3536,5534,2,776,Denmark,410,1,Def
3537,3537,3043,24,776,Denmark,410,3,Fw
3538,3538,4763,1,776,Denmark,411,1,Def
3539,3539,5534,2,776,Denmark,411,1,Def
3540,3540,3027,4,776,Denmark,411,1,Def
3541,3541,6355,5,776,Denmark,411,1,Def
3542,3542,5527,14,776,Denmark,411,2,Mid
3543,3543,5520,12,776,Denmark,411,2,Mid
3544,3544,3043,24,776,Denmark,411,3,Fw
3545,3545,3815,0,776,Denmark,411,0,GK
3546,3546,5536,16,776,Denmark,411,2,Mid
3547,3547,6355,5,776,Denmark,412,1,Def
3548,3548,3027,4,776,Denmark,412,1,Def
3549,3549,3815,0,776,Denmark,412,0,GK
3550,3550,4763,1,776,Denmark,412,1,Def
3551,3551,3043,24,776,Denmark,412,3,Fw
3552,3552,5527,14,776,Denmark,412,2,Mid
3553,3553,5534,2,776,Denmark,412,1,Def
3554,3554,5465,11,785,Croatia,413,2,Mid
3555,3555,5470,14,785,Croatia,413,2,Mid
3556,3556,5474,15,785,Croatia,413,2,Mid
3557,3557,5457,5,785,Croatia,413,1,Def
3558,3558,5469,9,785,Croatia,413,1,Def
3559,3559,5463,12,785,Croatia,413,2,Mid
3560,3560,3471,2,785,Croatia,413,1,Def
3561,3561,5468,4,785,Croatia,413,1,Def
3562,3562,5527,14,776,Denmark,414,2,Mid
3563,3563,5520,12,776,Denmark,414,2,Mid
3564,3564,5536,16,776,Denmark,414,2,Mid
3565,3565,5534,2,776,Denmark,414,1,Def
3566,3566,3027,4,776,Denmark,414,1,Def
3567,3567,4447,20,776,Denmark,414,2,Mid
3568,3568,5522,22,776,Denmark,414,3,Fw
3569,3569,3043,24,776,Denmark,414,3,Fw
3570,3570,5527,14,776,Denmark,415,2,Mid
3571,3571,5520,12,776,Denmark,415,2,Mid
3572,3572,6355,5,776,Denmark,415,1,Def
3573,3573,5522,22,776,Denmark,415,3,Fw
3574,3574,3027,4,776,Denmark,415,1,Def
3575,3575,5534,2,776,Denmark,415,1,Def
3576,3576,5536,16,776,Denmark,415,2,Mid
3577,3577,5463,12,785,Croatia,416,2,Mid
3578,3578,5474,15,785,Croatia,416,2,Mid
3579,3579,5457,5,785,Croatia,416,1,Def
3580,3580,5468,4,785,Croatia,416,1,Def
3581,3581,3471,2,785,Croatia,416,1,Def
3582,3582,5470,14,785,Croatia,416,2,Mid
3583,3583,5456,9,785,Croatia,416,1,Def
3584,3584,5461,1,785,Croatia,416,1,Def
3585,3585,5456,9,785,Croatia,417,1,Def
3586,3586,5470,14,785,Croatia,417,2,Mid
3587,3587,3471,2,785,Croatia,417,1,Def
3588,3588,5461,1,785,Croatia,417,1,Def
3589,3589,5468,4,785,Croatia,417,1,Def
3590,3590,5457,5,785,Croatia,417,1,Def
3591,3591,3444,0,785,Croatia,417,0,GK
3592,3592,5465,11,785,Croatia,417,2,Mid
3593,3593,5472,22,785,Croatia,417,3,Fw
3594,3594,3027,4,776,Denmark,418,1,Def
3595,3595,5527,14,776,Denmark,418,2,Mid
3596,3596,5534,2,776,Denmark,418,1,Def
3597,3597,4763,1,776,Denmark,418,1,Def
3598,3598,3043,24,776,Denmark,418,3,Fw
3599,3599,3815,0,776,Denmark,418,0,GK
3600,3600,5520,12,776,Denmark,418,2,Mid
3601,3601,5536,16,776,Denmark,418,2,Mid
3602,3602,5456,9,785,Croatia,419,1,Def
3603,3603,5457,5,785,Croatia,419,1,Def
3604,3604,5463,12,785,Croatia,419,2,Mid
3605,3605,5468,4,785,Croatia,419,1,Def
3606,3606,3444,0,785,Croatia,419,0,GK
3607,3607,3471,2,785,Croatia,419,1,Def
3608,3608,5461,1,785,Croatia,419,1,Def
3609,3609,5470,14,785,Croatia,419,2,Mid
3610,3610,3815,0,776,Denmark,420,0,GK
3611,3611,5522,22,776,Denmark,420,3,Fw
3612,3612,5527,14,776,Denmark,420,2,Mid
3613,3613,3043,24,776,Denmark,420,3,Fw
3614,3614,5520,12,776,Denmark,420,2,Mid
3615,3615,5534,2,776,Denmark,420,1,Def
3616,3616,3027,4,776,Denmark,420,1,Def
3617,3617,5472,22,785,Croatia,421,3,Fw
3618,3618,5474,15,785,Croatia,421,2,Mid
3619,3619,5461,1,785,Croatia,421,1,Def
3620,3620,5463,12,785,Croatia,421,2,Mid
3621,3621,3471,2,785,Croatia,421,1,Def
3622,3622,5470,14,785,Croatia,421,2,Mid
3623,3623,5468,4,785,Croatia,421,1,Def
3624,3624,6308,5,785,Croatia,421,1,Def
3625,3625,5520,12,776,Denmark,422,2,Mid
3626,3626,3815,0,776,Denmark,422,0,GK
3627,3627,5527,14,776,Denmark,422,2,Mid
3628,3628,3043,24,776,Denmark,422,3,Fw
3629,3629,5522,22,776,Denmark,422,3,Fw
3630,3630,3027,4,776,Denmark,422,1,Def
3631,3631,5534,2,776,Denmark,422,1,Def
3632,3632,6355,5,776,Denmark,422,1,Def
3633,3633,4447,20,776,Denmark,422,2,Mid
3634,3634,5536,16,776,Denmark,422,2,Mid
3635,3635,4763,1,776,Denmark,422,1,Def
3636,3636,5527,14,776,Denmark,423,2,Mid
3637,3637,3043,24,776,Denmark,423,3,Fw
3638,3638,5520,12,776,Denmark,423,2,Mid
3639,3639,3027,4,776,Denmark,423,1,Def
3640,3640,4447,20,776,Denmark,423,2,Mid
3641,3641,5534,2,776,Denmark,423,1,Def
3642,3642,4763,1,776,Denmark,423,1,Def
3643,3643,5522,22,776,Denmark,423,3,Fw
3644,3644,5536,16,776,Denmark,423,2,Mid
3645,3645,5463,12,785,Croatia,424,2,Mid
3646,3646,5460,15,785,Croatia,424,2,Mid
3647,3647,6308,5,785,Croatia,424,1,Def
3648,3648,5456,9,785,Croatia,424,1,Def
3649,3649,5470,14,785,Croatia,424,2,Mid
3650,3650,5468,4,785,Croatia,424,1,Def
3651,3651,3471,2,785,Croatia,424,1,Def
3652,3652,5461,1,785,Croatia,424,1,Def
3653,3653,3444,0,785,Croatia,424,0,GK
3654,3654,3471,2,785,Croatia,425,1,Def
3655,3655,3444,0,785,Croatia,425,0,GK
3656,3656,6308,5,785,Croatia,425,1,Def
3657,3657,5456,9,785,Croatia,425,1,Def
3658,3658,5463,12,785,Croatia,425,2,Mid
3659,3659,5460,15,785,Croatia,425,2,Mid
