,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid,newfpos,newtpos,newfposname,newtposname
328,328,16,9,5465,5469,785,Croatia,69,69,8658,31,11,2,2,Mid,Mid
329,329,9,20,5469,5474,785,Croatia,69,69,8658,11,6,2,2,Mid,Mid
330,330,1,14,5461,5470,785,Croatia,69,69,8658,32,7,1,2,Def,Mid
331,331,4,8,5492,20004,771,France,70,70,8658,20,24,1,2,Def,Mid
332,332,8,11,20004,3009,771,France,70,70,8658,24,42,2,2,Mid,Mid
333,333,5,22,5457,5472,785,Croatia,71,71,8658,9,0,1,3,Def,Fw
334,334,22,20,5472,5474,785,Croatia,71,71,8658,0,6,3,2,Fw,Mid
335,335,1,12,5461,5463,785,Croatia,71,71,8658,32,2,1,2,Def,Mid
336,336,12,16,5463,5465,785,Croatia,71,71,8658,2,31,2,2,Mid,Mid
337,337,0,23,3099,3604,771,France,72,72,8658,18,22,0,3,GK,Fw
338,338,22,16,5472,5465,785,Croatia,73,73,8658,0,31,3,2,Fw,Mid
339,339,1,9,5461,5469,785,Croatia,73,73,8658,32,11,1,2,Def,Mid
340,340,9,1,5469,5461,785,Croatia,73,73,8658,11,32,2,1,Mid,Def
341,341,1,9,5461,5469,785,Croatia,73,73,8658,32,11,1,2,Def,Mid
342,342,9,2,5469,3471,785,Croatia,73,73,8658,11,29,2,1,Mid,Def
343,343,2,4,3471,5468,785,Croatia,73,73,8658,29,13,1,1,Def,Def
344,344,4,14,5468,5470,785,Croatia,73,73,8658,13,7,1,2,Def,Mid
345,345,14,5,5470,5457,785,Croatia,73,73,8658,7,9,2,1,Mid,Def
346,346,5,14,5457,5470,785,Croatia,73,73,8658,9,7,1,2,Def,Mid
347,347,14,9,5470,5469,785,Croatia,73,73,8658,7,11,2,2,Mid,Mid
348,348,9,12,5469,5463,785,Croatia,73,73,8658,11,2,2,2,Mid,Mid
349,349,12,9,5463,5469,785,Croatia,73,73,8658,2,11,2,2,Mid,Mid
350,350,16,1,5465,5461,785,Croatia,73,73,8658,31,32,2,1,Mid,Def
351,351,12,9,5463,5469,785,Croatia,73,73,8658,2,11,2,2,Mid,Mid
352,352,9,12,5469,5463,785,Croatia,73,73,8658,11,2,2,2,Mid,Mid
353,353,12,16,5463,5465,785,Croatia,73,73,8658,2,31,2,2,Mid,Mid
354,354,15,10,4375,3961,771,France,74,74,8658,19,16,2,2,Mid,Mid
355,355,9,12,5469,5463,785,Croatia,75,75,8658,11,2,2,2,Mid,Mid
356,356,12,22,5463,5472,785,Croatia,75,75,8658,2,0,2,3,Mid,Fw
357,357,22,20,5472,5474,785,Croatia,75,75,8658,0,6,3,2,Fw,Mid
358,358,23,8,3604,20004,771,France,76,76,8658,22,24,3,2,Fw,Mid
359,359,8,11,20004,3009,771,France,76,76,8658,24,42,2,2,Mid,Mid
360,360,9,1,5469,5461,785,Croatia,77,77,8658,11,32,2,1,Mid,Def
361,361,1,12,5461,5463,785,Croatia,77,77,8658,32,2,1,2,Def,Mid
362,362,12,14,5463,5470,785,Croatia,77,77,8658,2,7,2,2,Mid,Mid
363,363,14,4,5470,5468,785,Croatia,77,77,8658,7,13,2,1,Mid,Def
364,364,4,9,5468,5469,785,Croatia,77,77,8658,13,11,1,2,Def,Mid
365,365,9,14,5469,5470,785,Croatia,77,77,8658,11,7,2,2,Mid,Mid
366,366,14,12,5470,5463,785,Croatia,77,77,8658,7,2,2,2,Mid,Mid
367,367,5,20,5457,5474,785,Croatia,77,77,8658,9,6,1,2,Def,Mid
368,368,5,14,5457,5470,785,Croatia,77,77,8658,9,7,1,2,Def,Mid
369,369,14,22,5470,5472,785,Croatia,77,77,8658,7,0,2,3,Mid,Fw
370,370,5,20,5457,5474,785,Croatia,77,77,8658,9,6,1,2,Def,Mid
371,371,4,12,5468,5463,785,Croatia,77,77,8658,13,2,1,2,Def,Mid
372,372,10,21,5737,5487,771,France,78,78,8658,44,41,2,3,Mid,Fw
373,373,21,15,5487,4375,771,France,78,78,8658,41,19,3,2,Fw,Mid
374,374,1,2,5461,3471,785,Croatia,79,79,8658,32,29,1,1,Def,Def
375,375,1,9,5461,5469,785,Croatia,79,79,8658,32,11,1,2,Def,Mid
376,376,5,20,5457,5474,785,Croatia,79,79,8658,9,6,1,2,Def,Mid
377,377,20,14,5474,5470,785,Croatia,79,79,8658,6,7,2,2,Mid,Mid
378,378,14,12,5470,5463,785,Croatia,79,79,8658,7,2,2,2,Mid,Mid
379,379,12,1,5463,5461,785,Croatia,79,79,8658,2,32,2,1,Mid,Def
380,380,1,12,5461,5463,785,Croatia,79,79,8658,32,2,1,2,Def,Mid
381,381,12,16,5463,5465,785,Croatia,79,79,8658,2,31,2,2,Mid,Mid
382,382,12,16,5463,5465,785,Croatia,79,79,8658,2,31,2,2,Mid,Mid
383,383,4,8,5492,20004,771,France,80,80,8658,20,24,1,2,Def,Mid
384,384,8,1,20004,5476,771,France,80,80,8658,24,38,2,1,Mid,Def
385,385,9,22,5469,5472,785,Croatia,81,81,8658,11,0,2,3,Mid,Fw
386,386,22,1,5472,5461,785,Croatia,81,81,8658,0,32,3,1,Fw,Def
387,387,1,2,5461,3471,785,Croatia,81,81,8658,32,29,1,1,Def,Def
388,388,2,9,3471,5469,785,Croatia,81,81,8658,29,11,1,2,Def,Mid
389,389,9,14,5469,5470,785,Croatia,81,81,8658,11,7,2,2,Mid,Mid
390,390,9,5,5469,5457,785,Croatia,81,81,8658,11,9,2,1,Mid,Def
391,391,5,20,5457,5474,785,Croatia,81,81,8658,9,6,1,2,Def,Mid
392,392,14,1,5470,5461,785,Croatia,81,81,8658,7,32,2,1,Mid,Def
393,393,16,20,5465,5474,785,Croatia,81,81,8658,31,6,2,2,Mid,Mid
394,394,5,23,5484,3604,771,France,82,82,8658,37,22,1,3,Def,Fw
395,395,23,10,3604,5737,771,France,82,82,8658,22,44,3,2,Fw,Mid
396,396,10,21,5737,5487,771,France,82,82,8658,44,41,2,3,Mid,Fw
397,397,11,21,3009,5487,771,France,82,82,8658,42,41,2,3,Mid,Fw
398,398,21,8,5487,20004,771,France,82,82,8658,41,24,3,2,Fw,Mid
399,399,22,9,5472,5469,785,Croatia,83,83,8658,0,11,3,2,Fw,Mid
400,400,9,14,5469,5470,785,Croatia,83,83,8658,11,7,2,2,Mid,Mid
401,401,14,16,5470,5465,785,Croatia,83,83,8658,7,31,2,2,Mid,Mid
402,402,8,15,20004,4375,771,France,84,84,8658,24,19,2,2,Mid,Mid
403,403,10,5,5737,5484,771,France,84,84,8658,44,37,2,1,Mid,Def
404,404,5,8,5484,20004,771,France,84,84,8658,37,24,1,2,Def,Mid
405,405,8,15,20004,4375,771,France,84,84,8658,24,19,2,2,Mid,Mid
406,406,23,1,3604,5476,771,France,84,84,8658,22,38,3,1,Fw,Def
407,407,1,23,5476,3604,771,France,84,84,8658,38,22,1,3,Def,Fw
408,408,9,4,5469,5468,785,Croatia,85,85,8658,11,13,2,1,Mid,Def
409,409,4,20,5468,5474,785,Croatia,85,85,8658,13,6,1,2,Def,Mid
410,410,9,12,5469,5463,785,Croatia,85,85,8658,11,2,2,2,Mid,Mid
411,411,12,1,5463,5461,785,Croatia,85,85,8658,2,32,2,1,Mid,Def
412,412,1,9,5461,5469,785,Croatia,85,85,8658,32,11,1,2,Def,Mid
413,413,9,2,5469,3471,785,Croatia,85,85,8658,11,29,2,1,Mid,Def
414,414,2,4,3471,5468,785,Croatia,85,85,8658,29,13,1,1,Def,Def
415,415,4,14,5468,5470,785,Croatia,85,85,8658,13,7,1,2,Def,Mid
416,416,14,16,5470,5465,785,Croatia,85,85,8658,7,31,2,2,Mid,Mid
417,417,16,20,5465,5474,785,Croatia,85,85,8658,31,6,2,2,Mid,Mid
418,418,1,9,5461,5469,785,Croatia,85,85,8658,32,11,1,2,Def,Mid
419,419,9,12,5469,5463,785,Croatia,85,85,8658,11,2,2,2,Mid,Mid
420,420,12,5,5463,5457,785,Croatia,85,85,8658,2,9,2,1,Mid,Def
421,421,5,4,5457,5468,785,Croatia,85,85,8658,9,13,1,1,Def,Def
422,422,4,2,5468,3471,785,Croatia,85,85,8658,13,29,1,1,Def,Def
423,423,2,1,3471,5461,785,Croatia,85,85,8658,29,32,1,1,Def,Def
424,424,12,2,5463,3471,785,Croatia,85,85,8658,2,29,2,1,Mid,Def
425,425,2,22,3471,5472,785,Croatia,85,85,8658,29,0,1,3,Def,Fw
426,426,22,1,5472,5461,785,Croatia,85,85,8658,0,32,3,1,Fw,Def
427,427,1,2,5461,3471,785,Croatia,85,85,8658,32,29,1,1,Def,Def
428,428,2,9,3471,5469,785,Croatia,85,85,8658,29,11,1,2,Def,Mid
429,429,9,14,5469,5470,785,Croatia,85,85,8658,11,7,2,2,Mid,Mid
430,430,14,5,5470,5457,785,Croatia,85,85,8658,7,9,2,1,Mid,Def
431,431,5,16,5457,5465,785,Croatia,85,85,8658,9,31,1,2,Def,Mid
432,432,16,14,5465,5470,785,Croatia,85,85,8658,31,7,2,2,Mid,Mid
433,433,15,21,4375,5487,771,France,86,86,8658,19,41,2,3,Mid,Fw
434,434,21,10,5487,5737,771,France,86,86,8658,41,44,3,2,Fw,Mid
435,435,8,5,20004,5484,771,France,86,86,8658,24,37,2,1,Mid,Def
436,436,5,15,5484,4375,771,France,86,86,8658,37,19,1,2,Def,Mid
437,437,15,8,4375,20004,771,France,86,86,8658,19,24,2,2,Mid,Mid
438,438,8,10,20004,5737,771,France,86,86,8658,24,44,2,2,Mid,Mid
439,439,10,8,5737,20004,771,France,86,86,8658,44,24,2,2,Mid,Mid
440,440,5,11,5484,3009,771,France,86,86,8658,37,42,1,2,Def,Mid
441,441,9,12,5469,5463,785,Croatia,87,87,8658,11,2,2,2,Mid,Mid
442,442,12,9,5463,5469,785,Croatia,87,87,8658,2,11,2,2,Mid,Mid
443,443,9,1,5469,5461,785,Croatia,87,87,8658,11,32,2,1,Mid,Def
444,444,1,9,5461,5469,785,Croatia,87,87,8658,32,11,1,2,Def,Mid
445,445,9,20,5469,5474,785,Croatia,87,87,8658,11,6,2,2,Mid,Mid
446,446,21,10,5487,5737,771,France,88,88,8658,41,44,3,2,Fw,Mid
447,447,10,15,5737,4375,771,France,88,88,8658,44,19,2,2,Mid,Mid
448,448,15,5,4375,5484,771,France,88,88,8658,19,37,2,1,Mid,Def
449,449,10,15,5737,4375,771,France,88,88,8658,44,19,2,2,Mid,Mid
450,450,5,15,5484,4375,771,France,88,88,8658,37,19,1,2,Def,Mid
451,451,1,14,5461,5470,785,Croatia,89,89,8658,32,7,1,2,Def,Mid
452,452,4,8,5492,20004,771,France,90,90,8658,20,24,1,2,Def,Mid
453,453,8,11,20004,3009,771,France,90,90,8658,24,42,2,2,Mid,Mid
454,454,11,8,3009,20004,771,France,90,90,8658,42,24,2,2,Mid,Mid
455,455,8,10,20004,5737,771,France,90,90,8658,24,44,2,2,Mid,Mid
456,456,10,4,5737,5492,771,France,90,90,8658,44,20,2,1,Mid,Def
457,457,4,10,5492,5737,771,France,90,90,8658,20,44,1,2,Def,Mid
458,458,10,2,5737,5485,771,France,90,90,8658,44,17,2,1,Mid,Def
459,459,2,1,5485,5476,771,France,90,90,8658,17,38,1,1,Def,Def
460,460,1,2,5476,5485,771,France,90,90,8658,38,17,1,1,Def,Def
461,461,2,10,5485,5737,771,France,90,90,8658,17,44,1,2,Def,Mid
462,462,10,8,5737,20004,771,France,90,90,8658,44,24,2,2,Mid,Mid
463,463,8,10,20004,5737,771,France,90,90,8658,24,44,2,2,Mid,Mid
464,464,8,23,20004,3604,771,France,90,90,8658,24,22,2,3,Mid,Fw
465,465,1,20,5461,5474,785,Croatia,91,91,8658,32,6,1,2,Def,Mid
466,466,20,22,5474,5472,785,Croatia,91,91,8658,6,0,2,3,Mid,Fw
467,467,14,12,5470,5463,785,Croatia,91,91,8658,7,2,2,2,Mid,Mid
468,468,12,22,5463,5472,785,Croatia,91,91,8658,2,0,2,3,Mid,Fw
469,469,22,20,5472,5474,785,Croatia,91,91,8658,0,6,3,2,Fw,Mid
470,470,20,12,5474,5463,785,Croatia,91,91,8658,6,2,2,2,Mid,Mid
471,471,12,1,5463,5461,785,Croatia,91,91,8658,2,32,2,1,Mid,Def
472,472,1,20,5461,5474,785,Croatia,91,91,8658,32,6,1,2,Def,Mid
473,473,20,12,5474,5463,785,Croatia,91,91,8658,6,2,2,2,Mid,Mid
474,474,12,9,5463,5469,785,Croatia,91,91,8658,2,11,2,2,Mid,Mid
475,475,9,14,5469,5470,785,Croatia,91,91,8658,11,7,2,2,Mid,Mid
476,476,14,2,5470,3471,785,Croatia,91,91,8658,7,29,2,1,Mid,Def
477,477,2,14,3471,5470,785,Croatia,91,91,8658,29,7,1,2,Def,Mid
478,478,14,5,5470,5457,785,Croatia,91,91,8658,7,9,2,1,Mid,Def
479,479,5,9,5457,5469,785,Croatia,91,91,8658,9,11,1,2,Def,Mid
480,480,9,1,5469,5461,785,Croatia,91,91,8658,11,32,2,1,Mid,Def
481,481,8,1,20004,5476,771,France,92,92,8658,24,38,2,1,Mid,Def
482,482,2,9,3471,5469,785,Croatia,93,93,8658,29,11,1,2,Def,Mid
483,483,9,14,5469,5470,785,Croatia,93,93,8658,11,7,2,2,Mid,Mid
484,484,14,16,5470,5465,785,Croatia,93,93,8658,7,31,2,2,Mid,Mid
485,485,0,10,3099,5737,771,France,94,94,8658,18,44,0,2,GK,Mid
486,486,15,10,4375,5737,771,France,94,94,8658,19,44,2,2,Mid,Mid
487,487,0,21,3099,5487,771,France,94,94,8658,18,41,0,3,GK,Fw
488,488,15,5,5480,5484,771,France,94,94,8658,45,37,2,1,Mid,Def
489,489,5,21,5484,5487,771,France,94,94,8658,37,41,1,3,Def,Fw
490,490,2,16,3471,5460,785,Croatia,95,95,8658,29,46,1,2,Def,Mid
491,491,8,11,20004,3009,771,France,96,96,8658,24,42,2,2,Mid,Mid
492,492,11,1,3009,5476,771,France,96,96,8658,42,38,2,1,Mid,Def
493,493,10,21,5737,5487,771,France,96,96,8658,44,41,2,3,Mid,Fw
494,494,21,15,5487,5480,771,France,96,96,8658,41,45,3,2,Fw,Mid
495,495,15,23,5480,3604,771,France,96,96,8658,45,22,2,3,Mid,Fw
496,496,23,8,3604,20004,771,France,96,96,8658,22,24,3,2,Fw,Mid
497,497,9,1,5469,5461,785,Croatia,97,97,8658,11,32,2,1,Mid,Def
498,498,22,1,5472,5461,785,Croatia,97,97,8658,0,32,3,1,Fw,Def
499,499,1,20,5461,5474,785,Croatia,97,97,8658,32,6,1,2,Def,Mid
500,500,22,12,5472,5463,785,Croatia,97,97,8658,0,2,3,2,Fw,Mid
501,501,12,9,5463,5469,785,Croatia,97,97,8658,2,11,2,2,Mid,Mid
502,502,9,16,5469,5460,785,Croatia,97,97,8658,11,46,2,2,Mid,Mid
503,503,16,5,5460,5457,785,Croatia,97,97,8658,46,9,2,1,Mid,Def
504,504,5,20,5457,5474,785,Croatia,97,97,8658,9,6,1,2,Def,Mid
505,505,21,23,5487,3604,771,France,98,98,8658,41,22,3,3,Fw,Fw
506,506,9,5,5469,5457,785,Croatia,99,99,8658,11,9,2,1,Mid,Def
507,507,5,9,5457,5469,785,Croatia,99,99,8658,9,11,1,2,Def,Mid
508,508,9,1,5469,5461,785,Croatia,99,99,8658,11,32,2,1,Mid,Def
509,509,23,21,3604,5487,771,France,100,100,8658,22,41,3,3,Fw,Fw
510,510,21,15,5487,5480,771,France,100,100,8658,41,45,3,2,Fw,Mid
511,511,5,23,5484,3604,771,France,100,100,8658,37,22,1,3,Def,Fw
512,512,23,5,3604,5484,771,France,100,100,8658,22,37,3,1,Fw,Def
513,513,12,9,5463,5469,785,Croatia,101,101,8658,2,11,2,2,Mid,Mid
514,514,9,4,5469,5468,785,Croatia,101,101,8658,11,13,2,1,Mid,Def
515,515,4,12,5468,5463,785,Croatia,101,101,8658,13,2,1,2,Def,Mid
516,516,12,16,5463,5460,785,Croatia,101,101,8658,2,46,2,2,Mid,Mid
517,517,16,14,5460,5470,785,Croatia,101,101,8658,46,7,2,2,Mid,Mid
518,518,14,22,5470,5472,785,Croatia,101,101,8658,7,0,2,3,Mid,Fw
519,519,2,12,3471,5463,785,Croatia,101,101,8658,29,2,1,2,Def,Mid
520,520,12,9,5463,5469,785,Croatia,101,101,8658,2,11,2,2,Mid,Mid
521,521,9,12,5469,5463,785,Croatia,101,101,8658,11,2,2,2,Mid,Mid
522,522,12,1,5463,5461,785,Croatia,101,101,8658,2,32,2,1,Mid,Def
523,523,1,9,5461,5469,785,Croatia,101,101,8658,32,11,1,2,Def,Mid
524,524,9,2,5469,3471,785,Croatia,101,101,8658,11,29,2,1,Mid,Def
525,525,2,14,3471,5470,785,Croatia,101,101,8658,29,7,1,2,Def,Mid
526,526,14,5,5470,5457,785,Croatia,101,101,8658,7,9,2,1,Mid,Def
527,527,5,14,5457,5470,785,Croatia,101,101,8658,9,7,1,2,Def,Mid
528,528,14,1,5470,5461,785,Croatia,101,101,8658,7,32,2,1,Mid,Def
529,529,1,12,5461,5463,785,Croatia,101,101,8658,32,2,1,2,Def,Mid
530,530,12,22,5463,5472,785,Croatia,101,101,8658,2,0,2,3,Mid,Fw
531,531,4,22,5468,5472,785,Croatia,101,101,8658,13,0,1,3,Def,Fw
532,532,0,2,3444,3471,785,Croatia,101,101,8658,4,29,0,1,GK,Def
533,533,2,1,3471,5461,785,Croatia,101,101,8658,29,32,1,1,Def,Def
534,534,1,9,5461,5469,785,Croatia,101,101,8658,32,11,1,2,Def,Mid
535,535,9,16,5469,5460,785,Croatia,101,101,8658,11,46,2,2,Mid,Mid
536,536,16,9,5460,5469,785,Croatia,101,101,8658,46,11,2,2,Mid,Mid
537,537,9,5,5469,5457,785,Croatia,101,101,8658,11,9,2,1,Mid,Def
538,538,1,11,5476,3009,771,France,102,102,8658,38,42,1,2,Def,Mid
539,539,11,2,3009,5485,771,France,102,102,8658,42,17,2,1,Mid,Def
540,540,2,23,5485,3604,771,France,102,102,8658,17,22,1,3,Def,Fw
541,541,23,21,3604,5487,771,France,102,102,8658,22,41,3,3,Fw,Fw
542,542,14,2,5470,3471,785,Croatia,103,103,8658,7,29,2,1,Mid,Def
543,543,2,9,3471,5469,785,Croatia,103,103,8658,29,11,1,2,Def,Mid
544,544,9,12,5469,5463,785,Croatia,103,103,8658,11,2,2,2,Mid,Mid
545,545,12,2,5463,3471,785,Croatia,103,103,8658,2,29,2,1,Mid,Def
546,546,2,4,3471,5468,785,Croatia,103,103,8658,29,13,1,1,Def,Def
547,547,4,12,5468,5463,785,Croatia,103,103,8658,13,2,1,2,Def,Mid
548,548,12,9,5463,5469,785,Croatia,103,103,8658,2,11,2,2,Mid,Mid
549,549,9,20,5469,5474,785,Croatia,103,103,8658,11,6,2,2,Mid,Mid
550,550,4,2,5468,3471,785,Croatia,103,103,8658,13,29,1,1,Def,Def
551,551,2,14,3471,5470,785,Croatia,103,103,8658,29,7,1,2,Def,Mid
552,552,14,12,5470,5463,785,Croatia,103,103,8658,7,2,2,2,Mid,Mid
553,553,12,9,5463,5469,785,Croatia,103,103,8658,2,11,2,2,Mid,Mid
554,554,9,1,5469,5461,785,Croatia,103,103,8658,11,32,2,1,Mid,Def
555,555,1,9,5461,5469,785,Croatia,103,103,8658,32,11,1,2,Def,Mid
556,556,9,16,5469,5460,785,Croatia,103,103,8658,11,46,2,2,Mid,Mid
557,557,16,5,5460,5457,785,Croatia,103,103,8658,46,9,2,1,Mid,Def
558,558,5,14,5457,5470,785,Croatia,103,103,8658,9,7,1,2,Def,Mid
559,559,22,12,5472,5463,785,Croatia,103,103,8658,0,2,3,2,Fw,Mid
560,560,12,20,5463,5474,785,Croatia,103,103,8658,2,6,2,2,Mid,Mid
561,561,20,1,5474,5461,785,Croatia,103,103,8658,6,32,2,1,Mid,Def
562,562,1,12,5461,5463,785,Croatia,103,103,8658,32,2,1,2,Def,Mid
563,563,12,2,5463,3471,785,Croatia,103,103,8658,2,29,2,1,Mid,Def
564,564,2,14,3471,5470,785,Croatia,103,103,8658,29,7,1,2,Def,Mid
565,565,0,4,3444,5468,785,Croatia,103,103,8658,4,13,0,1,GK,Def
566,566,4,1,5468,5461,785,Croatia,103,103,8658,13,32,1,1,Def,Def
567,567,1,22,5461,5472,785,Croatia,103,103,8658,32,0,1,3,Def,Fw
568,568,8,21,20004,3009,771,France,104,104,8658,24,42,2,3,Mid,Fw
569,569,12,2,5463,3471,785,Croatia,105,105,8658,2,29,2,1,Mid,Def
570,570,2,9,3471,5469,785,Croatia,105,105,8658,29,11,1,2,Def,Mid
571,571,9,14,5469,5470,785,Croatia,105,105,8658,11,7,2,2,Mid,Mid
572,572,14,16,5470,5460,785,Croatia,105,105,8658,7,46,2,2,Mid,Mid
573,573,16,5,5460,5459,785,Croatia,105,105,8658,46,48,2,1,Mid,Def
574,574,1,14,5461,5470,785,Croatia,105,105,8658,32,7,1,2,Def,Mid
575,575,4,20,5468,5474,785,Croatia,105,105,8658,13,6,1,2,Def,Mid
576,576,20,4,5474,5468,785,Croatia,105,105,8658,6,13,2,1,Mid,Def
577,577,4,14,5468,5470,785,Croatia,105,105,8658,13,7,1,2,Def,Mid
578,578,8,11,20004,2948,771,France,106,106,8658,24,50,2,2,Mid,Mid
579,579,4,5,5468,5459,785,Croatia,107,107,8658,13,48,1,1,Def,Def
580,580,5,4,5459,5468,785,Croatia,107,107,8658,48,13,1,1,Def,Def
581,581,4,2,5468,3471,785,Croatia,107,107,8658,13,29,1,1,Def,Def
582,582,2,1,3471,5461,785,Croatia,107,107,8658,29,32,1,1,Def,Def
583,583,1,2,5461,3471,785,Croatia,107,107,8658,32,29,1,1,Def,Def
584,584,2,9,3471,5469,785,Croatia,107,107,8658,29,11,1,2,Def,Mid
585,585,9,20,5469,5474,785,Croatia,107,107,8658,11,6,2,2,Mid,Mid
586,586,20,14,5474,5470,785,Croatia,107,107,8658,6,7,2,2,Mid,Mid
587,587,2,14,3471,5470,785,Croatia,107,107,8658,29,7,1,2,Def,Mid
588,588,14,4,5470,5468,785,Croatia,107,107,8658,7,13,2,1,Mid,Def
589,589,4,1,5468,5461,785,Croatia,107,107,8658,13,32,1,1,Def,Def
590,590,1,5,5461,5459,785,Croatia,107,107,8658,32,48,1,1,Def,Def
591,591,0,11,3099,2948,771,France,108,108,8658,18,50,0,2,GK,Mid
592,592,9,4,5469,5468,785,Croatia,109,109,8658,11,13,2,1,Mid,Def
593,593,8,11,20004,2948,771,France,110,110,8658,24,50,2,2,Mid,Mid
594,594,8,11,20004,2948,771,France,110,110,8658,24,50,2,2,Mid,Mid
595,595,1,12,5461,5463,785,Croatia,111,111,8658,32,2,1,2,Def,Mid
596,596,12,9,5463,5469,785,Croatia,111,111,8658,2,11,2,2,Mid,Mid
597,597,9,1,5469,5461,785,Croatia,111,111,8658,11,32,2,1,Mid,Def
598,598,1,9,5461,5469,785,Croatia,111,111,8658,32,11,1,2,Def,Mid
599,599,9,12,5469,5463,785,Croatia,111,111,8658,11,2,2,2,Mid,Mid
600,600,12,16,5463,5460,785,Croatia,111,111,8658,2,46,2,2,Mid,Mid
601,601,16,1,5460,5461,785,Croatia,111,111,8658,46,32,2,1,Mid,Def
602,602,1,14,5461,5470,785,Croatia,111,111,8658,32,7,1,2,Def,Mid
603,603,14,20,5470,5474,785,Croatia,111,111,8658,7,6,2,2,Mid,Mid
604,604,0,4,3444,5468,785,Croatia,111,111,8658,4,13,0,1,GK,Def
605,605,4,9,5468,5469,785,Croatia,111,111,8658,13,11,1,2,Def,Mid
606,606,9,14,5469,5470,785,Croatia,111,111,8658,11,7,2,2,Mid,Mid
607,607,14,9,5470,5469,785,Croatia,111,111,8658,7,11,2,2,Mid,Mid
608,608,9,12,5469,5463,785,Croatia,111,111,8658,11,2,2,2,Mid,Mid
609,609,5,1,5459,5461,785,Croatia,111,111,8658,48,32,1,1,Def,Def
610,610,1,2,5461,3471,785,Croatia,111,111,8658,32,29,1,1,Def,Def
611,611,2,4,3471,5468,785,Croatia,111,111,8658,29,13,1,1,Def,Def
612,612,4,16,5468,5460,785,Croatia,111,111,8658,13,46,1,2,Def,Mid
613,613,16,4,5460,5468,785,Croatia,111,111,8658,46,13,2,1,Mid,Def
614,614,16,14,5460,5470,785,Croatia,111,111,8658,46,7,2,2,Mid,Mid
615,615,0,8,3099,20004,771,France,112,112,8658,18,24,0,2,GK,Mid
616,616,8,23,20004,5487,771,France,112,112,8658,24,41,2,3,Mid,Fw
617,617,23,11,5487,2948,771,France,112,112,8658,41,50,3,2,Fw,Mid
618,618,11,10,2948,5737,771,France,112,112,8658,50,44,2,2,Mid,Mid
619,619,9,14,5469,5470,785,Croatia,113,113,8658,11,7,2,2,Mid,Mid
620,620,14,5,5470,5459,785,Croatia,113,113,8658,7,48,2,1,Mid,Def
621,621,1,2,5461,3471,785,Croatia,113,113,8658,32,29,1,1,Def,Def
622,622,2,9,3471,5469,785,Croatia,113,113,8658,29,11,1,2,Def,Mid
623,623,9,12,5469,5463,785,Croatia,113,113,8658,11,2,2,2,Mid,Mid
624,624,12,1,5463,5461,785,Croatia,113,113,8658,2,32,2,1,Mid,Def
625,625,1,22,5461,5472,785,Croatia,113,113,8658,32,0,1,3,Def,Fw
626,626,4,5,5492,5484,771,France,114,114,8658,20,37,1,1,Def,Def
627,627,5,10,5484,5737,771,France,114,114,8658,37,44,1,2,Def,Mid
628,628,10,23,5737,5487,771,France,114,114,8658,44,41,2,3,Mid,Fw
629,629,23,15,5487,5480,771,France,114,114,8658,41,45,3,2,Fw,Mid
630,630,23,5,5487,5484,771,France,114,114,8658,41,37,3,1,Fw,Def
631,631,5,23,5484,5487,771,France,114,114,8658,37,41,1,3,Def,Fw
632,632,9,4,5469,5468,785,Croatia,115,115,8658,11,13,2,1,Mid,Def
633,633,4,14,5468,5470,785,Croatia,115,115,8658,13,7,1,2,Def,Mid
634,634,14,9,5470,5469,785,Croatia,115,115,8658,7,11,2,2,Mid,Mid
635,635,0,22,3444,5472,785,Croatia,115,115,8658,4,0,0,3,GK,Fw
636,636,22,12,5472,5463,785,Croatia,115,115,8658,0,2,3,2,Fw,Mid
637,637,12,5,5463,5459,785,Croatia,115,115,8658,2,48,2,1,Mid,Def
638,638,21,8,3009,20004,771,France,116,116,8658,42,24,3,2,Fw,Mid
639,639,12,22,5463,5472,785,Croatia,117,117,8658,2,0,2,3,Mid,Fw
640,640,15,21,5480,3009,771,France,118,118,8658,45,42,2,3,Mid,Fw
641,641,2,16,3471,5460,785,Croatia,119,119,8658,29,46,1,2,Def,Mid
642,642,10,23,5737,5487,771,France,120,120,8658,44,41,2,3,Mid,Fw
643,643,4,2,5468,3471,785,Croatia,121,121,8658,13,29,1,1,Def,Def
644,644,2,9,3471,5469,785,Croatia,121,121,8658,29,11,1,2,Def,Mid
645,645,9,16,5469,5460,785,Croatia,121,121,8658,11,46,2,2,Mid,Mid
646,646,16,20,5460,5474,785,Croatia,121,121,8658,46,6,2,2,Mid,Mid
647,647,4,14,5468,5470,785,Croatia,121,121,8658,13,7,1,2,Def,Mid
648,648,14,9,5470,5469,785,Croatia,121,121,8658,7,11,2,2,Mid,Mid
649,649,11,21,2948,3009,771,France,122,122,8658,50,42,2,3,Mid,Fw
