,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
11522,11522,3186,20,770,Germany,977,2,Mid,6,LSM
11523,11523,5574,14,770,Germany,977,2,Mid,5,CM
11524,11524,5556,16,794,Mexico,977,2,Mid,4,RSM
11525,11525,5573,4,794,Mexico,977,1,Def,2,CB
11526,11526,5578,2,770,Germany,977,1,Def,2,CB
11527,11527,5566,12,770,Germany,977,2,Mid,5,CM
11528,11528,5572,4,770,Germany,977,1,Def,2,CB
11529,11529,5569,5,770,Germany,977,1,Def,3,LSB
11530,11530,3496,18,770,Germany,977,2,Mid,5,CM
11531,11531,5579,1,770,Germany,977,1,Def,1,RSB
11532,11532,5562,16,770,Germany,977,2,Mid,4,RSM
11533,11533,5577,0,794,Mexico,978,0,GK,0,GK
11534,11534,5556,16,794,Mexico,978,2,Mid,4,RSM
11535,11535,3186,20,770,Germany,978,2,Mid,6,LSM
11536,11536,5574,14,770,Germany,978,2,Mid,5,CM
11537,11537,3496,18,770,Germany,978,2,Mid,5,CM
11538,11538,5576,5,794,Mexico,978,1,Def,3,LSB
11539,11539,5562,16,770,Germany,979,2,Mid,4,RSM
11540,11540,5566,12,770,Germany,979,2,Mid,5,CM
11541,11541,5578,2,770,Germany,979,1,Def,2,CB
11542,11542,5579,1,770,Germany,979,1,Def,1,RSB
11543,11543,5557,22,770,Germany,979,3,Fw,7,FW
11544,11544,5576,5,794,Mexico,979,1,Def,3,LSB
11545,11545,5571,20,794,Mexico,979,2,Mid,6,LSM
11546,11546,5575,12,794,Mexico,979,2,Mid,5,CM
11547,11547,3058,22,794,Mexico,979,3,Fw,7,FW
11548,11548,5574,14,770,Germany,979,2,Mid,5,CM
11549,11549,5573,4,794,Mexico,980,1,Def,2,CB
11550,11550,5560,18,794,Mexico,980,2,Mid,5,CM
11551,11551,5576,5,794,Mexico,980,1,Def,3,LSB
11552,11552,3058,22,794,Mexico,980,3,Fw,7,FW
11553,11553,5572,4,770,Germany,980,1,Def,2,CB
11554,11554,5566,12,770,Germany,980,2,Mid,5,CM
11555,11555,5579,1,770,Germany,980,1,Def,1,RSB
11556,11556,5557,22,770,Germany,980,3,Fw,7,FW
11557,11557,5575,12,794,Mexico,980,2,Mid,5,CM
11558,11558,5561,2,794,Mexico,980,1,Def,2,CB
11559,11559,5577,0,794,Mexico,980,0,GK,0,GK
11560,11560,5564,1,794,Mexico,980,1,Def,1,RSB
11561,11561,5563,14,794,Mexico,980,2,Mid,5,CM
11562,11562,5570,0,770,Germany,981,0,GK,0,GK
11563,11563,5578,2,770,Germany,981,1,Def,2,CB
11564,11564,5566,12,770,Germany,981,2,Mid,5,CM
11565,11565,5579,1,770,Germany,981,1,Def,1,RSB
11566,11566,3496,18,770,Germany,981,2,Mid,5,CM
11567,11567,5562,16,770,Germany,981,2,Mid,4,RSM
11568,11568,5576,5,794,Mexico,981,1,Def,3,LSB
11569,11569,5563,14,794,Mexico,981,2,Mid,5,CM
11570,11570,5557,22,770,Germany,981,3,Fw,7,FW
11571,11571,5571,20,794,Mexico,982,2,Mid,6,LSM
11572,11572,5575,12,794,Mexico,982,2,Mid,5,CM
11573,11573,3186,20,770,Germany,982,2,Mid,6,LSM
11574,11574,5574,14,770,Germany,982,2,Mid,5,CM
11575,11575,5557,22,770,Germany,982,3,Fw,7,FW
11576,11576,5556,16,794,Mexico,982,2,Mid,4,RSM
11577,11577,3058,22,794,Mexico,982,3,Fw,7,FW
11578,11578,5579,1,770,Germany,983,1,Def,1,RSB
11579,11579,5566,12,770,Germany,983,2,Mid,5,CM
11580,11580,3496,18,770,Germany,983,2,Mid,5,CM
11581,11581,5574,14,770,Germany,983,2,Mid,5,CM
11582,11582,5562,16,770,Germany,983,2,Mid,4,RSM
11583,11583,5573,4,794,Mexico,983,1,Def,2,CB
11584,11584,5571,20,794,Mexico,983,2,Mid,6,LSM
11585,11585,5575,12,794,Mexico,983,2,Mid,5,CM
11586,11586,5576,5,794,Mexico,983,1,Def,3,LSB
11587,11587,5570,0,770,Germany,983,0,GK,0,GK
11588,11588,5578,2,770,Germany,983,1,Def,2,CB
11589,11589,5557,22,770,Germany,983,3,Fw,7,FW
11590,11590,5572,4,770,Germany,983,1,Def,2,CB
11591,11591,3186,20,770,Germany,983,2,Mid,6,LSM
11592,11592,5563,14,794,Mexico,984,2,Mid,5,CM
11593,11593,5575,12,794,Mexico,984,2,Mid,5,CM
11594,11594,5556,16,794,Mexico,984,2,Mid,4,RSM
11595,11595,5571,20,794,Mexico,984,2,Mid,6,LSM
11596,11596,5572,4,770,Germany,984,1,Def,2,CB
11597,11597,5578,2,770,Germany,984,1,Def,2,CB
11598,11598,5566,12,770,Germany,984,2,Mid,5,CM
11599,11599,5579,1,770,Germany,984,1,Def,1,RSB
11600,11600,3496,18,770,Germany,984,2,Mid,5,CM
11601,11601,3186,20,770,Germany,984,2,Mid,6,LSM
11602,11602,5562,16,770,Germany,984,2,Mid,4,RSM
11603,11603,5569,5,770,Germany,984,1,Def,3,LSB
11604,11604,5560,18,794,Mexico,984,2,Mid,5,CM
11605,11605,3058,22,794,Mexico,984,3,Fw,7,FW
11606,11606,5573,4,794,Mexico,984,1,Def,2,CB
11607,11607,5577,0,794,Mexico,984,0,GK,0,GK
11608,11608,5561,2,794,Mexico,984,1,Def,2,CB
11609,11609,5564,1,794,Mexico,984,1,Def,1,RSB
11610,11610,5578,2,770,Germany,985,1,Def,2,CB
11611,11611,5566,12,770,Germany,985,2,Mid,5,CM
11612,11612,5562,16,770,Germany,985,2,Mid,4,RSM
11613,11613,5560,18,794,Mexico,985,2,Mid,5,CM
11614,11614,5556,16,794,Mexico,985,2,Mid,4,RSM
11615,11615,5579,1,770,Germany,985,1,Def,1,RSB
11616,11616,5569,5,770,Germany,985,1,Def,3,LSB
11617,11617,5574,14,770,Germany,985,2,Mid,5,CM
11618,11618,3496,18,770,Germany,985,2,Mid,5,CM
11619,11619,3186,20,770,Germany,985,2,Mid,6,LSM
11620,11620,5561,2,794,Mexico,986,1,Def,2,CB
11621,11621,3058,22,794,Mexico,986,3,Fw,7,FW
11622,11622,5574,14,770,Germany,986,2,Mid,5,CM
11623,11623,5566,12,770,Germany,986,2,Mid,5,CM
11624,11624,5579,1,770,Germany,986,1,Def,1,RSB
11625,11625,5557,22,770,Germany,986,3,Fw,7,FW
11626,11626,5562,16,770,Germany,986,2,Mid,4,RSM
11627,11627,5578,2,770,Germany,986,1,Def,2,CB
11628,11628,5577,0,794,Mexico,986,0,GK,0,GK
11629,11629,5564,1,794,Mexico,986,1,Def,1,RSB
11630,11630,5560,18,794,Mexico,986,2,Mid,5,CM
11631,11631,5572,4,770,Germany,987,1,Def,2,CB
11632,11632,5574,14,770,Germany,987,2,Mid,5,CM
11633,11633,3496,18,770,Germany,987,2,Mid,5,CM
11634,11634,5564,1,794,Mexico,987,1,Def,1,RSB
11635,11635,3058,22,794,Mexico,987,3,Fw,7,FW
11636,11636,5556,16,794,Mexico,987,2,Mid,4,RSM
11637,11637,5573,4,794,Mexico,987,1,Def,2,CB
11638,11638,5577,0,794,Mexico,987,0,GK,0,GK
11639,11639,5571,20,794,Mexico,987,2,Mid,6,LSM
11640,11640,5575,12,794,Mexico,987,2,Mid,5,CM
11641,11641,5560,18,794,Mexico,987,2,Mid,5,CM
11642,11642,5563,14,794,Mexico,987,2,Mid,5,CM
11643,11643,5576,5,794,Mexico,987,1,Def,3,LSB
11644,11644,5579,1,770,Germany,987,1,Def,1,RSB
11645,11645,5561,2,794,Mexico,988,1,Def,2,CB
11646,11646,5573,4,794,Mexico,988,1,Def,2,CB
11647,11647,5563,14,794,Mexico,988,2,Mid,5,CM
11648,11648,5576,5,794,Mexico,988,1,Def,3,LSB
11649,11649,5564,1,794,Mexico,988,1,Def,1,RSB
11650,11650,5556,16,794,Mexico,988,2,Mid,4,RSM
11651,11651,3186,20,770,Germany,988,2,Mid,6,LSM
11652,11652,5574,14,770,Germany,988,2,Mid,5,CM
11653,11653,5562,16,770,Germany,988,2,Mid,4,RSM
11654,11654,5575,12,794,Mexico,988,2,Mid,5,CM
11655,11655,5560,18,794,Mexico,988,2,Mid,5,CM
11656,11656,3496,18,770,Germany,989,2,Mid,5,CM
11657,11657,5579,1,770,Germany,989,1,Def,1,RSB
11658,11658,5562,16,770,Germany,989,2,Mid,4,RSM
11659,11659,5566,12,770,Germany,989,2,Mid,5,CM
11660,11660,5573,4,794,Mexico,989,1,Def,2,CB
11661,11661,3058,22,794,Mexico,989,3,Fw,7,FW
11662,11662,5563,14,794,Mexico,989,2,Mid,5,CM
11663,11663,5574,14,770,Germany,989,2,Mid,5,CM
11664,11664,5578,2,770,Germany,989,1,Def,2,CB
11665,11665,5569,5,770,Germany,989,1,Def,3,LSB
11666,11666,5557,22,770,Germany,989,3,Fw,7,FW
11667,11667,3186,20,770,Germany,989,2,Mid,6,LSM
11668,11668,5573,4,794,Mexico,990,1,Def,2,CB
11669,11669,3058,22,794,Mexico,990,3,Fw,7,FW
11670,11670,5572,4,770,Germany,990,1,Def,2,CB
11671,11671,5579,1,770,Germany,990,1,Def,1,RSB
11672,11672,5566,12,770,Germany,990,2,Mid,5,CM
11673,11673,5562,16,770,Germany,990,2,Mid,4,RSM
11674,11674,5578,2,770,Germany,990,1,Def,2,CB
11675,11675,5569,5,770,Germany,990,1,Def,3,LSB
11676,11676,5574,14,770,Germany,990,2,Mid,5,CM
11677,11677,3186,20,770,Germany,990,2,Mid,6,LSM
11678,11678,5577,0,794,Mexico,990,0,GK,0,GK
11679,11679,5576,5,794,Mexico,990,1,Def,3,LSB
11680,11680,5574,14,770,Germany,991,2,Mid,5,CM
11681,11681,5578,2,770,Germany,991,1,Def,2,CB
11682,11682,5572,4,770,Germany,991,1,Def,2,CB
11683,11683,5579,1,770,Germany,991,1,Def,1,RSB
11684,11684,3496,18,770,Germany,991,2,Mid,5,CM
11685,11685,3186,20,770,Germany,991,2,Mid,6,LSM
11686,11686,5557,22,770,Germany,991,3,Fw,7,FW
11687,11687,5560,18,794,Mexico,991,2,Mid,5,CM
11688,11688,5556,16,794,Mexico,991,2,Mid,4,RSM
11689,11689,5575,12,794,Mexico,991,2,Mid,5,CM
11690,11690,5571,20,794,Mexico,991,2,Mid,6,LSM
11691,11691,5563,14,794,Mexico,991,2,Mid,5,CM
11692,11692,5570,0,770,Germany,991,0,GK,0,GK
11693,11693,5562,16,770,Germany,991,2,Mid,4,RSM
11694,11694,5576,5,794,Mexico,992,1,Def,3,LSB
11695,11695,5563,14,794,Mexico,992,2,Mid,5,CM
11696,11696,5556,16,794,Mexico,992,2,Mid,4,RSM
11697,11697,5575,12,794,Mexico,992,2,Mid,5,CM
11698,11698,5573,4,794,Mexico,992,1,Def,2,CB
11699,11699,5571,20,794,Mexico,992,2,Mid,6,LSM
11700,11700,3496,18,770,Germany,992,2,Mid,5,CM
11701,11701,5566,12,770,Germany,992,2,Mid,5,CM
11702,11702,5562,16,770,Germany,992,2,Mid,4,RSM
11703,11703,5574,14,770,Germany,992,2,Mid,5,CM
11704,11704,5560,18,794,Mexico,992,2,Mid,5,CM
11705,11705,5561,2,794,Mexico,992,1,Def,2,CB
11706,11706,5564,1,794,Mexico,992,1,Def,1,RSB
11707,11707,5570,0,770,Germany,993,0,GK,0,GK
11708,11708,5578,2,770,Germany,993,1,Def,2,CB
11709,11709,5574,14,770,Germany,993,2,Mid,5,CM
11710,11710,5566,12,770,Germany,993,2,Mid,5,CM
11711,11711,5579,1,770,Germany,993,1,Def,1,RSB
11712,11712,3496,18,770,Germany,993,2,Mid,5,CM
11713,11713,3186,20,770,Germany,993,2,Mid,6,LSM
11714,11714,5569,5,770,Germany,993,1,Def,3,LSB
11715,11715,5560,18,794,Mexico,993,2,Mid,5,CM
11716,11716,5563,14,794,Mexico,993,2,Mid,5,CM
11717,11717,5572,4,770,Germany,993,1,Def,2,CB
11718,11718,5557,22,770,Germany,993,3,Fw,7,FW
11719,11719,5562,16,770,Germany,993,2,Mid,4,RSM
11720,11720,3058,22,794,Mexico,994,3,Fw,7,FW
11721,11721,5563,14,794,Mexico,994,2,Mid,5,CM
11722,11722,5571,20,794,Mexico,994,2,Mid,6,LSM
11723,11723,5575,12,794,Mexico,994,2,Mid,5,CM
11724,11724,5576,5,794,Mexico,994,1,Def,3,LSB
11725,11725,5573,4,794,Mexico,994,1,Def,2,CB
11726,11726,5579,1,770,Germany,994,1,Def,1,RSB
11727,11727,5578,2,770,Germany,994,1,Def,2,CB
11728,11728,5572,4,770,Germany,994,1,Def,2,CB
11729,11729,5562,16,770,Germany,994,2,Mid,4,RSM
11730,11730,5572,4,770,Germany,995,1,Def,2,CB
11731,11731,5570,0,770,Germany,995,0,GK,0,GK
11732,11732,5578,2,770,Germany,995,1,Def,2,CB
11733,11733,5574,14,770,Germany,995,2,Mid,5,CM
11734,11734,3496,18,770,Germany,995,2,Mid,5,CM
11735,11735,3186,20,770,Germany,995,2,Mid,6,LSM
11736,11736,5566,12,770,Germany,995,2,Mid,5,CM
11737,11737,5579,1,770,Germany,995,1,Def,1,RSB
11738,11738,5557,22,770,Germany,995,3,Fw,7,FW
11739,11739,5569,5,770,Germany,995,1,Def,3,LSB
11740,11740,5576,5,794,Mexico,995,1,Def,3,LSB
11741,11741,5573,4,794,Mexico,995,1,Def,2,CB
11742,11742,5562,16,770,Germany,995,2,Mid,4,RSM
11743,11743,5577,0,794,Mexico,996,0,GK,0,GK
11744,11744,5564,1,794,Mexico,996,1,Def,1,RSB
11745,11745,5578,2,770,Germany,996,1,Def,2,CB
11746,11746,5557,22,770,Germany,996,3,Fw,7,FW
11747,11747,5561,2,794,Mexico,996,1,Def,2,CB
11748,11748,5560,18,794,Mexico,996,2,Mid,5,CM
11749,11749,5575,12,794,Mexico,996,2,Mid,5,CM
11750,11750,3058,22,794,Mexico,996,3,Fw,7,FW
11751,11751,5563,14,794,Mexico,996,2,Mid,5,CM
11752,11752,5573,4,794,Mexico,996,1,Def,2,CB
11753,11753,5576,5,794,Mexico,996,1,Def,3,LSB
11754,11754,5571,20,794,Mexico,996,2,Mid,6,LSM
11755,11755,5566,12,770,Germany,997,2,Mid,5,CM
11756,11756,5579,1,770,Germany,997,1,Def,1,RSB
11757,11757,5562,16,770,Germany,997,2,Mid,4,RSM
11758,11758,5578,2,770,Germany,997,1,Def,2,CB
11759,11759,3186,20,770,Germany,997,2,Mid,6,LSM
11760,11760,5574,14,770,Germany,997,2,Mid,5,CM
11761,11761,3496,18,770,Germany,997,2,Mid,5,CM
11762,11762,5564,1,794,Mexico,997,1,Def,1,RSB
11763,11763,5576,5,794,Mexico,997,1,Def,3,LSB
11764,11764,5571,20,794,Mexico,997,2,Mid,6,LSM
11765,11765,5577,0,794,Mexico,998,0,GK,0,GK
11766,11766,5564,1,794,Mexico,998,1,Def,1,RSB
11767,11767,5572,4,770,Germany,998,1,Def,2,CB
11768,11768,5570,0,770,Germany,998,0,GK,0,GK
11769,11769,5578,2,770,Germany,998,1,Def,2,CB
11770,11770,5566,12,770,Germany,998,2,Mid,5,CM
11771,11771,5576,5,794,Mexico,998,1,Def,3,LSB
11772,11772,5563,14,794,Mexico,998,2,Mid,5,CM
11773,11773,5575,12,794,Mexico,998,2,Mid,5,CM
11774,11774,5571,20,794,Mexico,998,2,Mid,6,LSM
11775,11775,5573,4,794,Mexico,998,1,Def,2,CB
11776,11776,5560,18,794,Mexico,998,2,Mid,5,CM
11777,11777,5556,16,794,Mexico,998,2,Mid,4,RSM
11778,11778,5569,5,770,Germany,999,1,Def,3,LSB
11779,11779,3496,18,770,Germany,999,2,Mid,5,CM
11780,11780,3186,20,770,Germany,999,2,Mid,6,LSM
11781,11781,5562,16,770,Germany,999,2,Mid,4,RSM
11782,11782,5557,22,770,Germany,999,3,Fw,7,FW
11783,11783,5574,14,770,Germany,999,2,Mid,5,CM
11784,11784,5577,0,794,Mexico,999,0,GK,0,GK
11785,11785,5576,5,794,Mexico,999,1,Def,3,LSB
11786,11786,5571,20,794,Mexico,999,2,Mid,6,LSM
11787,11787,5578,2,770,Germany,999,1,Def,2,CB
11788,11788,5573,4,794,Mexico,1000,1,Def,2,CB
11789,11789,5563,14,794,Mexico,1000,2,Mid,5,CM
11790,11790,5575,12,794,Mexico,1000,2,Mid,5,CM
11791,11791,3186,20,770,Germany,1000,2,Mid,6,LSM
11792,11792,3496,18,770,Germany,1000,2,Mid,5,CM
11793,11793,5557,22,770,Germany,1000,3,Fw,7,FW
11794,11794,5579,1,770,Germany,1000,1,Def,1,RSB
11795,11795,5578,2,770,Germany,1000,1,Def,2,CB
11796,11796,5569,5,770,Germany,1000,1,Def,3,LSB
11797,11797,5566,12,770,Germany,1000,2,Mid,5,CM
11798,11798,5564,1,794,Mexico,1000,1,Def,1,RSB
11799,11799,3058,22,794,Mexico,1000,3,Fw,7,FW
11800,11800,5560,18,794,Mexico,1000,2,Mid,5,CM
11801,11801,3186,20,770,Germany,1001,2,Mid,6,LSM
11802,11802,3496,18,770,Germany,1001,2,Mid,5,CM
11803,11803,5562,16,770,Germany,1001,2,Mid,4,RSM
11804,11804,5557,22,770,Germany,1001,3,Fw,7,FW
11805,11805,5577,0,794,Mexico,1001,0,GK,0,GK
11806,11806,5556,16,794,Mexico,1001,2,Mid,4,RSM
11807,11807,5570,0,770,Germany,1001,0,GK,0,GK
11808,11808,5578,2,770,Germany,1001,1,Def,2,CB
11809,11809,5566,12,770,Germany,1001,2,Mid,5,CM
11810,11810,5579,1,770,Germany,1001,1,Def,1,RSB
11811,11811,5574,14,770,Germany,1001,2,Mid,5,CM
11812,11812,5564,1,794,Mexico,1002,1,Def,1,RSB
11813,11813,3058,22,794,Mexico,1002,3,Fw,7,FW
11814,11814,5575,18,794,Mexico,1002,2,Mid,5,CM
11815,11815,5574,9,770,Germany,1002,1,Def,5,CM
11816,11816,5569,5,770,Germany,1002,1,Def,3,LSB
11817,11817,5570,0,770,Germany,1002,0,GK,0,GK
11818,11818,5578,2,770,Germany,1002,1,Def,2,CB
11819,11819,5559,18,770,Germany,1002,2,Mid,5,CM
11820,11820,5579,1,770,Germany,1002,1,Def,1,RSB
11821,11821,3496,12,770,Germany,1002,2,Mid,5,CM
11822,11822,5562,21,770,Germany,1002,3,Fw,7,FW
11823,11823,5563,14,794,Mexico,1002,2,Mid,5,CM
11824,11824,5574,9,770,Germany,1003,1,Def,5,CM
11825,11825,5559,18,770,Germany,1003,2,Mid,5,CM
11826,11826,3186,14,770,Germany,1003,2,Mid,5,CM
11827,11827,5557,23,770,Germany,1003,3,Fw,7,FW
11828,11828,5567,12,794,Mexico,1003,2,Mid,5,CM
11829,11829,5556,16,794,Mexico,1003,2,Mid,4,RSM
11830,11830,3058,22,794,Mexico,1003,3,Fw,7,FW
11831,11831,3496,12,770,Germany,1003,2,Mid,5,CM
11832,11832,5562,21,770,Germany,1003,3,Fw,7,FW
11833,11833,5579,1,770,Germany,1003,1,Def,1,RSB
11834,11834,5571,20,794,Mexico,1004,2,Mid,6,LSM
11835,11835,5563,14,794,Mexico,1004,2,Mid,5,CM
11836,11836,5576,5,794,Mexico,1004,1,Def,3,LSB
11837,11837,5575,18,794,Mexico,1004,2,Mid,5,CM
11838,11838,5556,16,794,Mexico,1004,2,Mid,4,RSM
11839,11839,5564,1,794,Mexico,1004,1,Def,1,RSB
11840,11840,5561,2,794,Mexico,1004,1,Def,2,CB
11841,11841,5577,0,794,Mexico,1004,0,GK,0,GK
11842,11842,5570,0,770,Germany,1004,0,GK,0,GK
11843,11843,5579,1,770,Germany,1004,1,Def,1,RSB
11844,11844,5578,2,770,Germany,1004,1,Def,2,CB
11845,11845,5562,21,770,Germany,1004,3,Fw,7,FW
11846,11846,3186,14,770,Germany,1004,2,Mid,5,CM
11847,11847,3496,12,770,Germany,1004,2,Mid,5,CM
11848,11848,5559,18,770,Germany,1004,2,Mid,5,CM
11849,11849,5569,5,770,Germany,1004,1,Def,3,LSB
11850,11850,5557,23,770,Germany,1004,3,Fw,7,FW
11851,11851,3496,12,770,Germany,1005,2,Mid,5,CM
11852,11852,5574,9,770,Germany,1005,1,Def,5,CM
11853,11853,5557,23,770,Germany,1005,3,Fw,7,FW
11854,11854,5559,18,770,Germany,1005,2,Mid,5,CM
11855,11855,5576,5,794,Mexico,1005,1,Def,3,LSB
11856,11856,5568,20,794,Mexico,1005,2,Mid,6,LSM
11857,11857,5575,18,794,Mexico,1005,2,Mid,5,CM
11858,11858,3186,14,770,Germany,1005,2,Mid,5,CM
11859,11859,5562,21,770,Germany,1005,3,Fw,7,FW
11860,11860,5572,4,770,Germany,1005,1,Def,2,CB
11861,11861,5577,0,794,Mexico,1006,0,GK,0,GK
11862,11862,5568,20,794,Mexico,1006,2,Mid,6,LSM
11863,11863,5579,1,770,Germany,1006,1,Def,1,RSB
11864,11864,5562,21,770,Germany,1006,3,Fw,7,FW
11865,11865,5573,4,794,Mexico,1006,1,Def,2,CB
11866,11866,5559,18,770,Germany,1007,2,Mid,5,CM
11867,11867,5572,4,770,Germany,1007,1,Def,2,CB
11868,11868,5578,2,770,Germany,1007,1,Def,2,CB
11869,11869,3186,14,770,Germany,1007,2,Mid,5,CM
11870,11870,5557,23,770,Germany,1007,3,Fw,7,FW
11871,11871,5570,0,770,Germany,1007,0,GK,0,GK
11872,11872,5579,1,770,Germany,1007,1,Def,1,RSB
11873,11873,3496,12,770,Germany,1007,2,Mid,5,CM
11874,11874,5562,21,770,Germany,1007,3,Fw,7,FW
11875,11875,5568,20,794,Mexico,1007,2,Mid,6,LSM
11876,11876,3058,22,794,Mexico,1007,3,Fw,7,FW
11877,11877,5556,16,794,Mexico,1007,2,Mid,4,RSM
11878,11878,5574,9,770,Germany,1007,1,Def,5,CM
11879,11879,5577,0,794,Mexico,1008,0,GK,0,GK
11880,11880,5567,12,794,Mexico,1008,2,Mid,5,CM
11881,11881,5574,9,770,Germany,1008,1,Def,5,CM
11882,11882,5559,18,770,Germany,1008,2,Mid,5,CM
11883,11883,5572,4,770,Germany,1008,1,Def,2,CB
11884,11884,5578,2,770,Germany,1008,1,Def,2,CB
11885,11885,5557,23,770,Germany,1008,3,Fw,7,FW
11886,11886,3186,14,770,Germany,1008,2,Mid,5,CM
11887,11887,5569,5,770,Germany,1008,1,Def,3,LSB
11888,11888,5575,18,794,Mexico,1008,2,Mid,5,CM
11889,11889,5568,20,794,Mexico,1008,2,Mid,6,LSM
11890,11890,5579,1,770,Germany,1009,1,Def,1,RSB
11891,11891,5562,21,770,Germany,1009,3,Fw,7,FW
11892,11892,3186,14,770,Germany,1009,2,Mid,5,CM
11893,11893,5578,2,770,Germany,1009,1,Def,2,CB
11894,11894,5559,18,770,Germany,1009,2,Mid,5,CM
11895,11895,5577,0,794,Mexico,1009,0,GK,0,GK
11896,11896,5568,20,794,Mexico,1009,2,Mid,6,LSM
11897,11897,5572,4,770,Germany,1009,1,Def,2,CB
11898,11898,5570,0,770,Germany,1009,0,GK,0,GK
11899,11899,5574,9,770,Germany,1009,1,Def,5,CM
11900,11900,3496,12,770,Germany,1009,2,Mid,5,CM
11901,11901,5568,20,794,Mexico,1010,2,Mid,6,LSM
11902,11902,5576,5,794,Mexico,1010,1,Def,3,LSB
11903,11903,5562,21,770,Germany,1010,3,Fw,7,FW
11904,11904,5559,18,770,Germany,1010,2,Mid,5,CM
11905,11905,3496,12,770,Germany,1010,2,Mid,5,CM
11906,11906,5578,2,770,Germany,1010,1,Def,2,CB
11907,11907,3186,14,770,Germany,1010,2,Mid,5,CM
11908,11908,5569,5,770,Germany,1010,1,Def,3,LSB
11909,11909,5574,9,770,Germany,1010,1,Def,5,CM
11910,11910,5579,1,770,Germany,1010,1,Def,1,RSB
11911,11911,5577,0,794,Mexico,1010,0,GK,0,GK
11912,11912,5574,9,770,Germany,1011,1,Def,5,CM
11913,11913,5562,21,770,Germany,1011,3,Fw,7,FW
11914,11914,5559,18,770,Germany,1011,2,Mid,5,CM
11915,11915,5579,1,770,Germany,1011,1,Def,1,RSB
11916,11916,3496,12,770,Germany,1011,2,Mid,5,CM
11917,11917,5572,4,770,Germany,1011,1,Def,2,CB
11918,11918,3186,14,770,Germany,1011,2,Mid,5,CM
11919,11919,5557,23,770,Germany,1011,3,Fw,7,FW
11920,11920,5578,2,770,Germany,1011,1,Def,2,CB
11921,11921,5558,14,794,Mexico,1011,2,Mid,5,CM
11922,11922,5556,16,794,Mexico,1011,2,Mid,4,RSM
11923,11923,5569,5,770,Germany,1011,1,Def,3,LSB
11924,11924,5567,1,794,Mexico,1012,1,Def,1,RSB
11925,11925,5558,8,794,Mexico,1012,1,Def,4,RSM
11926,11926,5569,5,770,Germany,1012,1,Def,3,LSB
11927,11927,5562,21,770,Germany,1012,3,Fw,7,FW
11928,11928,5578,3,770,Germany,1012,1,Def,2,CB
11929,11929,5572,4,770,Germany,1012,1,Def,2,CB
11930,11930,3496,14,770,Germany,1012,2,Mid,5,CM
11931,11931,5574,9,770,Germany,1012,1,Def,5,CM
11932,11932,5577,0,794,Mexico,1012,0,GK,0,GK
11933,11933,5576,5,794,Mexico,1012,1,Def,3,LSB
11934,11934,5575,10,794,Mexico,1012,1,Def,6,LSM
11935,11935,5574,9,770,Germany,1013,1,Def,5,CM
11936,11936,3186,20,770,Germany,1013,2,Mid,6,LSM
11937,11937,3496,14,770,Germany,1013,2,Mid,5,CM
11938,11938,5562,16,770,Germany,1013,2,Mid,4,RSM
11939,11939,5559,12,770,Germany,1013,2,Mid,5,CM
11940,11940,5561,4,794,Mexico,1013,1,Def,2,CB
11941,11941,5568,15,794,Mexico,1013,2,Mid,6,LSM
11942,11942,5556,11,794,Mexico,1013,2,Mid,4,RSM
11943,11943,5558,8,794,Mexico,1013,1,Def,4,RSM
11944,11944,5567,1,794,Mexico,1013,1,Def,1,RSB
11945,11945,5577,0,794,Mexico,1013,0,GK,0,GK
11946,11946,5557,23,770,Germany,1013,3,Fw,7,FW
11947,11947,5556,11,794,Mexico,1014,2,Mid,4,RSM
11948,11948,5564,2,794,Mexico,1014,1,Def,2,CB
11949,11949,3058,22,794,Mexico,1014,3,Fw,7,FW
11950,11950,5575,10,794,Mexico,1014,1,Def,6,LSM
11951,11951,5578,3,770,Germany,1014,1,Def,2,CB
11952,11952,5559,12,770,Germany,1014,2,Mid,5,CM
11953,11953,5576,5,794,Mexico,1014,1,Def,3,LSB
11954,11954,3186,20,770,Germany,1015,2,Mid,6,LSM
11955,11955,5562,16,770,Germany,1015,2,Mid,4,RSM
11956,11956,5565,21,770,Germany,1015,3,Fw,7,FW
11957,11957,5578,3,770,Germany,1015,1,Def,2,CB
11958,11958,3496,14,770,Germany,1015,2,Mid,5,CM
11959,11959,5559,12,770,Germany,1015,2,Mid,5,CM
11960,11960,5575,10,794,Mexico,1015,1,Def,6,LSM
11961,11961,5558,8,794,Mexico,1015,1,Def,4,RSM
11962,11962,5573,3,794,Mexico,1015,1,Def,2,CB
11963,11963,3058,22,794,Mexico,1015,3,Fw,7,FW
11964,11964,5568,15,794,Mexico,1015,2,Mid,6,LSM
11965,11965,5557,23,770,Germany,1015,3,Fw,7,FW
11966,11966,5574,9,770,Germany,1015,1,Def,5,CM
11967,11967,5577,0,794,Mexico,1016,0,GK,0,GK
11968,11968,3058,22,794,Mexico,1016,3,Fw,7,FW
11969,11969,5572,4,770,Germany,1016,1,Def,2,CB
11970,11970,5574,9,770,Germany,1016,1,Def,5,CM
11971,11971,3496,14,770,Germany,1016,2,Mid,5,CM
11972,11972,5579,2,770,Germany,1016,1,Def,2,CB
11973,11973,5562,16,770,Germany,1016,2,Mid,4,RSM
11974,11974,5559,12,770,Germany,1016,2,Mid,5,CM
11975,11975,5565,21,770,Germany,1016,3,Fw,7,FW
